Character_ID,Date,Character_Name,Total
381600,2016,Black Panther,4032483.250000001
381601,2016,Black Widow,509906.04
381602,2016,Cable,376680.13
381603,2016,Captain America,3347386.1799999997
381604,2016,Daredevil,2856621.3
381605,2016,Deadpool,14167051.72
381606,2016,Doctor Strange,3880017.0600000005
381607,2016,Gambit,928225.62
381608,2016,Hulk,1035588.54
381609,2016,Iron Man,4169980.9200000004
381610,2016,Loki,117712.98000000001
381611,2016,Spider-Man,14323637.53
381612,2016,Thanos,358920.45
381613,2016,Thor,2801183.49
381614,2016,Vision,138879.93
381615,2016,Wolverine,2134559.42
381616,2016,X-Men,9636013.860000003
381617,2016,Avengers,8786069.8
381618,2016,Ghost Rider,437148.36
381619,2016,Venom,511442.19
381620,2016,Inhumans,788539.7100000001
381621,2016,Guardians of the Galaxy,519286.5300000001
381622,2016,Logan,3408883.99
381623,2016,Punisher,2439694.5600000005
