Character_ID,Date,Character_Name,Total
381500,2015,Apocalypse,1149434.05
381501,2015,Cable,285418.02
381502,2015,Captain America,2377580.03
381503,2015,Daredevil,1558395.27
381504,2015,Deadpool,8403051.47
381505,2015,Doctor Strange,1242014.5
381506,2015,Hulk,2147792.85
381507,2015,Iron Man,2733588.9000000004
381508,2015,Korvac,139697.88
381509,2015,Magneto,232549.16999999998
381510,2015,Red Skull,133238.07
381511,2015,Scarlet Witch,230761.65000000002
381512,2015,Spider-Man,11593030.51
381513,2015,Thanos,1514165.0999999999
381514,2015,Thor,3774518.23
381515,2015,Ultron,1477399.16
381516,2015,Vision,315301.77
381517,2015,Wolverine,2055772.4600000002
381518,2015,X-Men,7906962.2700000005
381519,2015,Avengers,8137515.870000001
381520,2015,Venom,366824.64
381521,2015,Inhumans,2237056.0
381522,2015,Guardians of the Galaxy,2683772.4099999997
381523,2015,Logan,1809197.2300000002
381524,2015,Fantastic Four,633754.27
