Character_ID,Date,Character_Name,Total
381200,2012,Apocalypse,482287.0
381201,2012,Cable,590520.0
381202,2012,Captain America,2904351.0
381203,2012,Daredevil,2354088.0
381204,2012,Deadpool,2515928.0
381205,2012,Gambit,413517.0
381206,2012,Hulk,2967087.0
381207,2012,Iron Man,3434193.0
381208,2012,Spider-Man,12666832.0
381209,2012,Thor,2934237.0
381210,2012,Wolverine,8266603.0
381211,2012,X-Men,29203157.0
381212,2012,Avengers,26624869.0
381213,2012,Venom,1021196.0
381214,2012,Fantastic Four,2071334.0
381215,2012,Punisher,197340.0
