Character_ID,Date,Character_Name,Total
381800,2018,Black Panther,2092962.15
381801,2018,Black Widow,143377.67
381802,2018,Cable,168906.51
381803,2018,Captain America,3614292.870000001
381804,2018,Daredevil,1479492.23
381805,2018,Deadpool,3615309.15
381806,2018,Doctor Strange,2451989.79
381807,2018,Domino,622487.88
381808,2018,Emma Frost,283402.06
381809,2018,Gambit,161028.42
381810,2018,Hulk,2309928.62
381811,2018,Iceman,155426.46000000002
381812,2018,Iron Man,2405258.82
381813,2018,Jean Grey,829540.5900000001
381814,2018,Juggernaut,212574.0
381815,2018,Magneto,258372.22
381816,2018,Mystique,223112.88
381817,2018,Rogue,161028.42
381818,2018,Spider-Man,17921117.85
381819,2018,Thanos,1639973.05
381820,2018,Thor,3411800.9999999995
381821,2018,Wasp,127895.46
381822,2018,Wolverine,5736970.97
381823,2018,X-23,1279277.7699999998
381824,2018,X-Men,15203594.640000002
381825,2018,Avengers,7320638.83
381826,2018,Ghost Rider,1297244.76
381827,2018,Venom,8143315.33
381828,2018,Inhumans,461896.5900000001
381829,2018,Guardians of the Galaxy,227064.96000000002
381830,2018,Logan,3174559.86
381831,2018,Fantastic Four,4195422.72
381832,2018,Punisher,1115111.0100000002
