Character_ID,Date,Character_Name,Total
381000,2010,Black Panther,98969.0
381001,2010,Black Widow,213106.0
381002,2010,Cable,447833.0
381003,2010,Captain America,3461886.0
381004,2010,Daredevil,1094041.0
381005,2010,Deadpool,4556827.0
381006,2010,Gambit,130473.0
381007,2010,Hulk,6402084.0
381008,2010,Iron Man,2483476.0
381009,2010,Loki,145613.0
381010,2010,Spider-Man,10696910.0
381011,2010,Storm,236607.0
381012,2010,Thanos,904533.0
381013,2010,Thor,3818436.0
381014,2010,Wolverine,6025829.0
381015,2010,X-23,610327.0
381016,2010,X-Men,10139574.0
381017,2010,Avengers,16738794.0
381018,2010,Fantastic Four,1546319.0
381019,2010,Punisher,353394.0
