Character_ID,Date,Character_Name,Total
381400,2014,Black Widow,621079.41
381401,2014,Captain America,3024614.5900000003
381402,2014,Daredevil,2401757.99
381403,2014,Deadpool,8830267.370000001
381404,2014,Hulk,2508208.06
381405,2014,Iron Man,1578954.72
381406,2014,Iron Patriot,131845.56
381407,2014,Loki,326466.14
381408,2014,Magneto,1719091.5
381409,2014,Nightcrawler,482598.48000000004
381410,2014,Spider-Man,17241892.25
381411,2014,Storm,195043.17
381412,2014,Thanos,917137.5800000002
381413,2014,Thor,2839549.2300000004
381414,2014,Wolverine,10505376.620000001
381415,2014,X-Men,17179591.6
381416,2014,Avengers,14556380.730000002
381417,2014,Ghost Rider,460920.81000000006
381418,2014,Guardians of the Galaxy,164399.97
381419,2014,Logan,1513813.67
381420,2014,Fantastic Four,1261832.6500000001
381421,2014,Punisher,507220.77
