Character_ID,Date,Character_Name,Total
380900,2009,Black Panther,214662.0
380901,2009,Cable,701665.0
380902,2009,Captain America,4948275.0
380903,2009,Daredevil,833181.0
380904,2009,Deadpool,2702614.0
380905,2009,Exodus,310821.0
380906,2009,Hulk,5162349.0
380907,2009,Iron Man,2158049.0
380908,2009,Spider-Man,12278664.0
380909,2009,Thor,2143686.0
380910,2009,Wolverine,6152875.0
380911,2009,X-Men,9657785.0
380912,2009,Avengers,15308583.0
380913,2009,Logan,477044.0
380914,2009,Fantastic Four,1664983.0
380915,2009,Punisher,196308.0
