Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
273,164,Generations Iron Man & Ironheart,1,$4.99,Marvel,"54,087"
274,232,Amazing Spider-Man,31,$3.99,Marvel,"54,082"
279,234,Star Wars Darth Vader,8,$3.99,Marvel,"53,792"
281,236,Amazing Spider-Man,790,$3.99,Marvel,"53,748"
283,238,X-Men Gold,7,$3.99,Marvel,"53,724"
285,239,Star Wars Darth Vader,7,$3.99,Marvel,"53,550"
291,150,IVX,6,$4.99,Marvel,"53,342"
294,240,Amazing Spider-Man,793,$3.99,Marvel,"53,260"
296,219,Spider-Man Deadpool,23,$3.99,Marvel,"53,088"
297,231,Edge of Venomverse,2,$3.99,Marvel,"52,845"
298,246,X-Men Gold,11,$3.99,Marvel,"52,717"
301,250,Astonishing X-Men,2,$3.99,Marvel,"52,590"
305,235,Moon Knight,188,$3.99,Marvel,"52,082"
307,839,All New Guardians of the Galaxy,2,$3.99,Marvel,"51,978"
310,247,Venom,151,$3.99,Marvel,"51,910"
311,189,Monsters Unleashed,2,$4.99,Marvel,"51,856"
312,253,Amazing Spider-Man,27,$3.99,Marvel,"51,812"
314,252,Star Wars Darth Vader,9,$3.99,Marvel,"51,692"
318,256,X-Men Blue,5,$3.99,Marvel,"51,414"
319,259,Spider-Man Deadpool,15,$3.99,Marvel,"51,266"
321,261,Amazing Spider-Man,28,$3.99,Marvel,"50,974"
323,225,Star Wars Doctor Aphra,8,$3.99,Marvel,"50,880"
324,785,Inhumans Once Future Kings,1,$3.99,Marvel,"50,569"
325,270,Amazing Spider-Man,791,$3.99,Marvel,"50,563"
328,188,Generations Captain Americas,1,$4.99,Marvel,"50,404"
331,249,Uncanny Avengers,28,$3.99,Marvel,"50,218"
333,808,All New Guardians of the Galaxy,3,$3.99,Marvel,"49,962"
334,273,X-Men Blue,3,$3.99,Marvel,"49,926"
335,276,Clone Conspiracy,5,$3.99,Marvel,"49,854"
336,251,Defenders,6,$3.99,Marvel,"49,844"
337,278,Star Wars Doctor Aphra,3,$3.99,Marvel,"49,769"
342,277,X-Men Gold,6,$3.99,Marvel,"49,520"
343,265,America,1,$3.99,Marvel,"49,514"
346,170,Star Wars Annual,3,$4.99,Marvel,"49,316"
347,280,Venomverse,5,$3.99,Marvel,"49,284"
348,163,Star Wars Last Jedi Storms of Crait,1,$4.99,Marvel,"49,257"
351,264,Guardians of the Galaxy,146,$3.99,Marvel,"49,110"
352,586,Defenders,2,$3.99,Marvel,"49,085"
356,258,Weapon X,12,$3.99,Marvel,"48,912"
357,331,Mighty Captain Marvel,1,$3.99,Marvel,"48,902"
358,268,Champions,13,$3.99,Marvel,"48,844"
359,271,Doctor Strange,381,$3.99,Marvel,"48,804"
362,372,Spider-Man Deadpool,13,$3.99,Marvel,"48,518"
363,287,X-Men Blue,7,$3.99,Marvel,"48,473"
364,263,Iron Fist,73,$3.99,Marvel,"48,399"
365,369,Spider-Man,12,$3.99,Marvel,"48,251"
366,224,Spider-Man Deadpool,1.MU,$4.99,Marvel,"48,184"
369,289,Old Man Logan,26,$3.99,Marvel,"47,907"
375,262,Avengers,8,$3.99,Marvel,"47,582"
376,381,Mighty Thor,15,$3.99,Marvel,"47,573"
377,1067,All New Guardians of the Galaxy,4,$3.99,Marvel,"47,458"
379,296,Old Man Logan,19,$3.99,Marvel,"47,442"
385,297,Journey Sw Last Jedi Capt Phasma,2,$3.99,Marvel,"47,156"
388,300,Deadpool,28,$3.99,Marvel,"47,011"
389,299,X-Men Gold,8,$3.99,Marvel,"46,988"
392,314,All New Wolverine,18,$3.99,Marvel,"46,779"
393,309,Unworthy Thor,5,$3.99,Marvel,"46,603"
395,312,Unworthy Thor,4,$3.99,Marvel,"46,471"
396,306,X-Men Blue,4,$3.99,Marvel,"46,467"
397,302,Deadpool Vs. Punisher,1,$3.99,Marvel,"46,448"
398,307,Old Man Logan,23,$3.99,Marvel,"46,436"
400,310,Old Man Logan,22,$3.99,Marvel,"46,351"
401,311,Old Man Logan,21,$3.99,Marvel,"46,312"
402,350,Weapon X,2,$3.99,Marvel,"46,293"
405,427,Old Man Logan,16,$3.99,Marvel,"45,995"
411,388,Generation X,1,$3.99,Marvel,"45,616"
412,295,Elektra,1,$3.99,Marvel,"45,534"
413,323,Edge of Venomverse,3,$3.99,Marvel,"45,533"
414,322,Old Man Logan,28,$3.99,Marvel,"45,436"
420,460,Avengers,3,$3.99,Marvel,"45,023"
423,462,Invincible Iron Man,3,$3.99,Marvel,"44,818"
424,329,X-Men Gold,9,$3.99,Marvel,"44,812"
425,335,Old Man Logan,24,$3.99,Marvel,"44,571"
427,318,Thanos,13,$3.99,Marvel,"44,412"
428,363,Mighty Thor,701,$3.99,Marvel,"44,411"
430,326,Man-Thing,1,$3.99,Marvel,"44,349"
435,313,Jessica Jones,13,$3.99,Marvel,"44,138"
437,347,Mighty Thor,23,$3.99,Marvel,"44,073"
438,327,Star Wars Doctor Aphra,7,$3.99,Marvel,"44,024"
441,349,X-Men Blue,6,$3.99,Marvel,"43,877"
442,355,Star Wars Doctor Aphra,4,$3.99,Marvel,"43,813"
444,201,Star Wars Rogue One Cassian & K2So Special,1,$4.99,Marvel,"43,793"
447,340,Spider-Man Deadpool,14,$3.99,Marvel,"43,632"
448,352,X-Men Gold,10,$3.99,Marvel,"43,625"
451,360,Mighty Thor,20,$3.99,Marvel,"43,539"
460,359,Runaways,1,$3.99,Marvel,"43,107"
461,192,Deadpool,25,$5.99,Marvel,"43,100"
463,501,Captain America Steve Rogers,9,$3.99,Marvel,"42,948"
468,374,X-Men Gold,14,$3.99,Marvel,"42,687"
469,370,Deadpool Kills Marvel Universe Again,2,$3.99,Marvel,"42,663"
471,379,Spider-Men II,2,$3.99,Marvel,"42,574"
472,316,Civil War II Oath,1,$4.99,Marvel,"42,542"
473,380,Star Wars Doctor Aphra,5,$3.99,Marvel,"42,540"
476,383,Weapon X,8,$3.99,Marvel,"42,461"
477,272,Generations Ms. Marvel & Ms. Marvel,1,$4.99,Marvel,"42,413"
480,368,Royals,1,$3.99,Marvel,"42,328"
483,540,Amazing Spider-Man Renew Your Vows,3,$3.99,Marvel,"42,233"
485,387,Peter Parker Spectacular Spider-Man,4,$3.99,Marvel,"42,194"
487,390,Peter Parker Spectacular Spider-Man,3,$3.99,Marvel,"42,063"
488,399,Doctor Strange,18,$3.99,Marvel,"42,058"
489,543,Doctor Strange,16,$3.99,Marvel,"42,039"
493,389,Deadpool,32,$3.99,Marvel,"41,966"
494,393,X-Men Gold,12,$3.99,Marvel,"41,963"
495,405,Star Wars Poe Dameron,10,$3.99,Marvel,"41,936"
496,346,Captain Marvel,125,$3.99,Marvel,"41,934"
499,396,X-Men Blue,8,$3.99,Marvel,"41,904"
504,400,X-Men Blue,11,$3.99,Marvel,"41,781"
505,406,Mighty Thor,702,$3.99,Marvel,"41,581"
508,255,Clone Conspiracy Omega,,$4.99,Marvel,"41,478"
509,410,Old Man Logan,27,$3.99,Marvel,"41,384"
511,562,Uncanny X-Men,17,$3.99,Marvel,"41,342"
514,254,Captain America,25,$4.99,Marvel,"41,253"
517,415,Edge of Venomverse,4,$3.99,Marvel,"41,207"
519,2335,True Believers Wolverine Vs. Hulk,1,$1.00,Marvel,"41,116"
523,422,Journey Sw Last Jedi Capt Phasma,3,$3.99,Marvel,"41,067"
527,429,Mighty Thor,16,$3.99,Marvel,"40,939"
528,595,Captain America Steve Rogers,10,$3.99,Marvel,"40,750"
529,435,Star Wars Doctor Aphra,6,$3.99,Marvel,"40,714"
530,432,Astonishing X-Men,4,$3.99,Marvel,"40,709"
531,442,Star Wars Poe Dameron,11,$3.99,Marvel,"40,688"
532,430,Spider-Man Deadpool,16,$3.99,Marvel,"40,542"
533,378,Peter Parker Spectacular Spider-Man,6,$3.99,Marvel,"40,529"
534,288,Generations Capt Marvel & Capt Mar-Vell,1,$4.99,Marvel,"40,486"
536,578,Deadpool,24,$3.99,Marvel,"40,449"
538,440,Edge of Venomverse,5,$3.99,Marvel,"40,399"
539,446,Captain America Steve Rogers,16,$3.99,Marvel,"40,398"
541,438,Deadpool,33,$3.99,Marvel,"40,259"
545,448,X-Men Blue,9,$3.99,Marvel,"40,081"
546,395,Luke Cage,166,$3.99,Marvel,"40,038"
549,394,Gwenpool,21,$3.99,Marvel,"39,969"
550,453,X-Men Gold,15,$3.99,Marvel,"39,947"
551,454,Old Man Logan,29,$3.99,Marvel,"39,864"
554,459,Captain America Steve Rogers,18,$3.99,Marvel,"39,724"
556,364,Spider-Gwen,24,$3.99,Marvel,"39,674"
557,464,Mighty Thor,21,$3.99,Marvel,"39,641"
560,466,Old Man Logan,17,$3.99,Marvel,"39,518"
561,470,Star Wars Poe Dameron,12,$3.99,Marvel,"39,514"
562,480,Avengers,5,$3.99,Marvel,"39,483"
564,465,Star Wars Jedi Republic Mace Windu,2,$3.99,Marvel,"39,446"
565,474,Captain America Steve Rogers,13,$3.99,Marvel,"39,414"
566,471,Weapon X,3,$3.99,Marvel,"39,395"
568,565,Black Panther,10,$3.99,Marvel,"39,368"
569,473,Old Man Logan,18,$3.99,Marvel,"39,366"
571,468,Weapon X,5,$3.99,Marvel,"39,347"
572,469,X-Men Gold,16,$3.99,Marvel,"39,323"
573,408,Venom,4,$3.99,Marvel,"39,298"
575,630,Unstoppable Wasp,1,$3.99,Marvel,"39,133"
578,285,Monsters Unleashed,3,$4.99,Marvel,"39,089"
580,488,Invincible Iron Man,5,$3.99,Marvel,"39,047"
581,481,X-Men Blue,10,$3.99,Marvel,"38,967"
582,482,Old Man Logan,20,$3.99,Marvel,"38,954"
585,487,Captain America,696,$3.99,Marvel,"38,828"
586,647,Extraordinary X-Men,18,$3.99,Marvel,"38,767"
590,490,X-Men Blue,14,$3.99,Marvel,"38,717"
593,491,All New Wolverine,21,$3.99,Marvel,"38,651"
594,484,Deadpool Kills Marvel Universe Again,3,$3.99,Marvel,"38,647"
595,483,Deadpool,26,$3.99,Marvel,"38,628"
598,495,Star Wars Doctor Aphra,9,$3.99,Marvel,"38,318"
599,451,Jean Grey,8,$3.99,Marvel,"38,309"
601,499,Captain America Steve Rogers,19,$3.99,Marvel,"38,161"
602,498,X-Men Gold,17,$3.99,Marvel,"38,148"
603,505,Mighty Thor,18,$3.99,Marvel,"38,120"
604,290,Secret Empire Uprising,1,$4.99,Marvel,"38,107"
605,512,Black Panther,12,$3.99,Marvel,"38,077"
607,514,Amazing Spider-Man Renew Your Vows,5,$3.99,Marvel,"38,025"
609,503,Old Man Logan,32,$3.99,Marvel,"38,013"
610,510,Doctor Strange,17,$3.99,Marvel,"37,984"
612,670,Thanos,3,$3.99,Marvel,"37,831"
615,513,Weapon X,6,$3.99,Marvel,"37,747"
619,521,Journey Sw Last Jedi Capt Phasma,4,$3.99,Marvel,"37,683"
620,525,Avengers,4,$3.99,Marvel,"37,677"
621,523,Mighty Thor,22,$3.99,Marvel,"37,667"
623,516,Old Man Logan,30,$3.99,Marvel,"37,643"
624,522,Star Wars Doctor Aphra,10,$3.99,Marvel,"37,617"
625,518,X-Men Gold,18,$3.99,Marvel,"37,616"
628,527,Invincible Iron Man,4,$3.99,Marvel,"37,548"
632,594,Black Bolt,1,$3.99,Marvel,"37,338"
633,537,Star Wars Poe Dameron,13,$3.99,Marvel,"37,255"
634,536,Star Wars Poe Dameron,14,$3.99,Marvel,"37,240"
635,492,She-Hulk,159,$3.99,Marvel,"37,228"
639,541,Captain America Steve Rogers,17,$3.99,Marvel,"37,197"
640,534,X-Men Blue,12,$3.99,Marvel,"37,196"
641,547,Captain America Steve Rogers,11,$3.99,Marvel,"37,173"
642,546,Astonishing X-Men,5,$3.99,Marvel,"37,153"
643,714,Infamous Iron Man,4,$3.99,Marvel,"37,123"
644,572,Black Panther,11,$3.99,Marvel,"37,073"
646,191,X-Men Grand Design,1,$5.99,Marvel,"37,041"
647,551,Captain America Steve Rogers,15,$3.99,Marvel,"36,996"
650,539,Deadpool,29,$3.99,Marvel,"36,906"
651,548,Deadpool Vs. Punisher,2,$3.99,Marvel,"36,867"
652,701,All New Wolverine,20,$3.99,Marvel,"36,751"
653,550,Deadpool Vs. Old Man Logan,2,$3.99,Marvel,"36,737"
654,773,Defenders,3,$3.99,Marvel,"36,698"
655,552,Deadpool Kills Marvel Universe Again,4,$3.99,Marvel,"36,682"
656,530,Iceman,1,$3.99,Marvel,"36,682"
658,561,Mighty Thor,17,$3.99,Marvel,"36,649"
659,569,Kingpin,1,$3.99,Marvel,"36,608"
660,319,Star Wars Droids Unplugged,1,$4.99,Marvel,"36,587"
662,559,Weapon X,7,$3.99,Marvel,"36,553"
665,563,Weapon X,4,$3.99,Marvel,"36,451"
667,566,Star Wars Doctor Aphra,11,$3.99,Marvel,"36,425"
668,568,X-Men Blue,15,$3.99,Marvel,"36,381"
669,573,Doctor Strange,22,$3.99,Marvel,"36,348"
673,507,Royals,9,$3.99,Marvel,"36,221"
674,759,Daredevil,15,$3.99,Marvel,"36,213"
675,574,Venom,159,$3.99,Marvel,"36,203"
678,544,Black Panther Crew,1,$3.99,Marvel,"36,097"
679,582,Mighty Thor,19,$3.99,Marvel,"36,097"
681,500,Weapon X,11,$3.99,Marvel,"36,075"
685,67,Deadpool,30,$9.99,Marvel,"35,933"
686,554,Spider-Man Deadpool,18,$3.99,Marvel,"35,924"
689,781,Champions,4,$3.99,Marvel,"35,706"
692,590,Star Wars Doctor Aphra,12,$3.99,Marvel,"35,629"
693,596,Spider-Men II,3,$3.99,Marvel,"35,628"
697,606,Spider-Gwen,18,$3.99,Marvel,"35,446"
698,600,Astonishing X-Men,6,$3.99,Marvel,"35,437"
699,791,Spider-Gwen,16,$3.99,Marvel,"35,420"
701,604,X-Men Blue,16,$3.99,Marvel,"35,338"
703,795,All New Wolverine,16,$3.99,Marvel,"35,289"
704,345,Monsters Unleashed,4,$4.99,Marvel,"35,248"
705,599,Deadpool,31,$3.99,Marvel,"35,247"
706,605,Spider-Man Deadpool,21,$3.99,Marvel,"35,146"
707,619,Thanos,5,$3.99,Marvel,"35,132"
708,608,Star Wars Poe Dameron,16,$3.99,Marvel,"35,127"
710,615,Uncanny X-Men,18,$3.99,Marvel,"35,100"
711,609,Spider-Man Deadpool,17,$3.99,Marvel,"34,953"
713,778,Deadpool The Duck,1,$3.99,Marvel,"34,928"
714,555,Iceman,6,$3.99,Marvel,"34,911"
716,614,Venom,152,$3.99,Marvel,"34,861"
717,356,Star Wars Doctor Aphra Annual,1,$4.99,Marvel,"34,858"
718,841,Uncanny Avengers,19,$3.99,Marvel,"34,849"
720,617,Despicable Deadpool,288,$3.99,Marvel,"34,764"
722,621,All New Wolverine,22,$3.99,Marvel,"34,753"
723,625,Spider-Man,13,$3.99,Marvel,"34,713"
725,830,All New X-Men,17,$3.99,Marvel,"34,627"
727,896,Luke Cage,1,$3.99,Marvel,"34,610"
728,831,I Am Groot,1,$3.99,Marvel,"34,598"
731,624,Star Wars Doctor Aphra,13,$3.99,Marvel,"34,565"
732,629,Avengers,9,$3.99,Marvel,"34,512"
733,622,Deadpool Kills Marvel Universe Again,5,$3.99,Marvel,"34,502"
735,627,X-Men Blue,17,$3.99,Marvel,"34,408"
736,587,Ben Reilly Scarlet Spider,10,$3.99,Marvel,"34,396"
738,489,Amazing Spider-Man Renew Your Vows,11,$3.99,Marvel,"34,346"
740,635,Star Wars Poe Dameron,17,$3.99,Marvel,"34,320"
741,640,Avengers,11,$3.99,Marvel,"34,294"
743,631,Invincible Iron Man,11,$3.99,Marvel,"34,159"
744,655,Champions,6,$3.99,Marvel,"34,132"
745,645,Venom,5,$3.99,Marvel,"34,070"
746,651,Spider-Man,15,$3.99,Marvel,"34,048"
747,648,Peter Parker Spectacular Spider-Man,5,$3.99,Marvel,"34,026"
751,385,Bullseye,1,$4.99,Marvel,"33,924"
752,644,Spider-Man Deadpool,20,$3.99,Marvel,"33,922"
755,656,Spider-Man,20,$3.99,Marvel,"33,847"
756,657,Totally Awesome Hulk,22,$3.99,Marvel,"33,844"
758,854,Daredevil,16,$3.99,Marvel,"33,785"
760,654,Star Wars Jedi Republic Mace Windu,3,$3.99,Marvel,"33,771"
766,664,Captain America Steve Rogers,12,$3.99,Marvel,"33,693"
767,659,Weapon X,9,$3.99,Marvel,"33,691"
768,665,Invincible Iron Man,8,$3.99,Marvel,"33,672"
769,601,Avengers,1.MU,$4.99,Marvel,"33,671"
770,671,Spider-Man,14,$3.99,Marvel,"33,658"
772,663,Punisher,13,$3.99,Marvel,"33,599"
773,660,Star Wars Poe Dameron,18,$3.99,Marvel,"33,577"
774,669,Doctor Strange,19,$3.99,Marvel,"33,574"
777,861,Hulk,2,$3.99,Marvel,"33,534"
779,675,Weapon X,10,$3.99,Marvel,"33,511"
781,398,Monsters Unleashed,5,$4.99,Marvel,"33,493"
783,871,Moon Knight,10,$3.99,Marvel,"33,477"
784,401,Star Wars Poe Dameron Annual,1,$4.99,Marvel,"33,368"
785,679,Spider-Man,18,$3.99,Marvel,"33,364"
786,677,Star Wars Doctor Aphra,14,$3.99,Marvel,"33,356"
787,681,X-Men Blue,18,$3.99,Marvel,"33,283"
788,877,Punisher,8,$3.99,Marvel,"33,280"
789,692,Uncanny X-Men,19,$3.99,Marvel,"33,273"
791,688,Avengers,674,$3.99,Marvel,"33,199"
792,676,Deadpool,27,$3.99,Marvel,"33,192"
794,875,Guardians of the Galaxy,16,$3.99,Marvel,"33,160"
796,697,Thanos,4,$3.99,Marvel,"33,125"
798,695,All New Wolverine,24,$3.99,Marvel,"33,064"
799,696,Doctor Strange,23,$3.99,Marvel,"33,052"
800,703,Extraordinary X-Men,19,$3.99,Marvel,"33,040"
805,706,Star Wars Poe Dameron,15,$3.99,Marvel,"32,941"
808,700,Punisher Platoon,1,$3.99,Marvel,"32,915"
811,886,Jessica Jones,4,$3.99,Marvel,"32,720"
812,704,Deadpool,34,$3.99,Marvel,"32,611"
813,722,Doctor Strange,21,$3.99,Marvel,"32,598"
814,720,Star Wars Rogue One Adaptation,2,$3.99,Marvel,"32,590"
815,426,Venomverse War Stories,1,$4.99,Marvel,"32,586"
818,734,Champions,5,$3.99,Marvel,"32,522"
819,711,Spider-Man Deadpool,19,$3.99,Marvel,"32,500"
821,731,Avengers,673,$3.99,Marvel,"32,370"
822,721,Deadpool Vs. Old Man Logan,3,$3.99,Marvel,"32,279"
825,718,Cable,5,$3.99,Marvel,"32,252"
826,743,Daredevil,17,$3.99,Marvel,"32,221"
829,805,Cable,2,$3.99,Marvel,"32,205"
831,747,Amazing Spider-Man Renew Your Vows,4,$3.99,Marvel,"32,171"
832,749,Nick Fury,1,$3.99,Marvel,"32,155"
833,742,Star Wars Poe Dameron,19,$3.99,Marvel,"32,103"
835,761,Secret Warriors,1,$3.99,Marvel,"32,067"
837,733,Despicable Deadpool,290,$3.99,Marvel,"32,024"
840,748,Despicable Deadpool,289,$3.99,Marvel,"31,892"
845,762,Captain America Steve Rogers,14,$3.99,Marvel,"31,858"
846,757,Star Wars Doctor Aphra,15,$3.99,Marvel,"31,839"
848,458,Uncanny Avengers,25,$4.99,Marvel,"31,793"
850,763,Daredevil,21,$3.99,Marvel,"31,745"
852,768,Avengers,6,$3.99,Marvel,"31,725"
853,770,Invincible Iron Man,6,$3.99,Marvel,"31,668"
856,467,Doctor Strange,20,$4.99,Marvel,"31,613"
860,776,Avengers,10,$3.99,Marvel,"31,502"
863,789,Guardians of the Galaxy,17,$3.99,Marvel,"31,448"
865,771,Deadpool Vs. Punisher,3,$3.99,Marvel,"31,430"
867,767,Deadpool,35,$3.99,Marvel,"31,386"
871,794,Uncanny Avengers,20,$3.99,Marvel,"31,238"
872,786,Star Wars Poe Dameron,20,$3.99,Marvel,"31,209"
873,755,Secret Empire Brave New World,1,$3.99,Marvel,"31,176"
874,798,Extraordinary X-Men,20,$3.99,Marvel,"31,115"
