Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
164,227,Dark Wolverine,77,$2.99,Marvel,"68,900"
168,231,Mighty Avengers,24,$2.99,Marvel,"68,600"
169,232,Uncanny X-Men,518,$2.99,Marvel,"68,600"
170,233,Astonishing X-Men,29,$2.99,Marvel,"68,500"
171,300,Astonishing X-Men,31,$2.99,Marvel,"67,800"
172,129,Siege Cabal,0,$3.99,Marvel,"67,700"
173,240,Amazing Spider-Man,590,$2.99,Marvel,"67,600"
174,241,Amazing Spider-Man,596,$2.99,Marvel,"67,500"
176,248,Uncanny X-Men,519,$2.99,Marvel,"67,000"
177,251,Amazing Spider-Man,611,$2.99,Marvel,"66,500"
178,253,Wolverine,74,$2.99,Marvel,"66,300"
181,259,Amazing Spider-Man,597,$2.99,Marvel,"65,900"
183,113,Thor,603,$3.99,Marvel,"65,800"
186,268,Amazing Spider-Man,613,$2.99,Marvel,"65,500"
187,273,Astonishing X-Men,30,$2.99,Marvel,"65,200"
188,272,Mighty Avengers,25,$2.99,Marvel,"65,100"
189,151,Dark Reign List Avengers One Shot,0,$3.99,Marvel,"65,100"
190,128,Incredible Hulk,601,$3.99,Marvel,"65,000"
191,274,Ultimate Wolverine vs. Hulk,4,$2.99,Marvel,"64,900"
192,270,Mighty Avengers,27,$2.99,Marvel,"64,900"
194,432,Fantastic Four,570,$2.99,Marvel,"64,600"
196,275,Captain America,49,$2.99,Marvel,"64,600"
197,280,Amazing Spider-Man,598,$2.99,Marvel,"64,300"
199,277,Amazing Spider-Man,584,$2.99,Marvel,"64,200"
200,284,Captain America,47,$2.99,Marvel,"63,900"
201,291,X-Men Legacy,227,$2.99,Marvel,"63,700"
202,288,Amazing Spider-Man,615,$2.99,Marvel,"63,700"
203,289,Amazing Spider-Man,607,$2.99,Marvel,"63,700"
204,125,Ultimate Comics Avengers,3,$3.99,Marvel,"63,700"
205,294,Ultimate Wolverine vs. Hulk,5,$2.99,Marvel,"63,600"
206,292,Amazing Spider-Man,604,$2.99,Marvel,"63,600"
208,124,Uncanny X-Men Annual,2,$3.99,Marvel,"63,600"
209,295,Mighty Avengers,26,$2.99,Marvel,"63,500"
210,296,Captain America,48,$2.99,Marvel,"63,300"
212,299,X-Force,14,$2.99,Marvel,"63,300"
213,137,X-Force Cable Messiah War Prologue,0,$3.99,Marvel,"63,300"
214,127,Amazing Spider-Man,605,$3.99,Marvel,"63,000"
216,315,X-Force,17,$2.99,Marvel,"62,300"
217,306,Astonishing X-Men,32,$2.99,Marvel,"62,200"
220,131,Amazing Spider-Man,588,$3.99,Marvel,"61,900"
221,175,New Mutants,1,$3.99,Marvel,"61,900"
222,307,X-Men Legacy,226,$2.99,Marvel,"61,800"
223,234,Invincible Iron Man,20,$3.99,Marvel,"61,700"
224,166,Deadpool Merc With A Mouth,1,$3.99,Marvel,"61,700"
225,310,Mighty Avengers,28,$2.99,Marvel,"61,600"
226,308,Deadpool,12,$2.99,Marvel,"61,600"
227,336,Thor,604,$2.99,Marvel,"61,600"
228,160,Fall of Hulks Alpha,0,$3.99,Marvel,"61,600"
229,311,Amazing Spider-Man,609,$2.99,Marvel,"61,500"
230,83,New Avengers Annual,3,$4.99,Marvel,"61,400"
231,316,Amazing Spider-Man,610,$2.99,Marvel,"61,200"
232,229,War of Kings,1,$3.99,Marvel,"60,900"
234,321,Dark Wolverine,78,$2.99,Marvel,"60,900"
235,211,Wolverine Weapon X,2,$3.99,Marvel,"60,700"
237,325,X-Men Legacy,225,$2.99,Marvel,"60,600"
239,322,Amazing Spider-Man,587,$2.99,Marvel,"60,600"
240,323,Amazing Spider-Man,591,$2.99,Marvel,"60,500"
241,87,Dark Avengers Annual,1,$4.99,Marvel,"60,500"
242,328,Dark Wolverine,79,$2.99,Marvel,"60,400"
243,327,Amazing Spider-Man,585,$2.99,Marvel,"60,400"
244,326,Amazing Spider-Man,582,$2.99,Marvel,"60,300"
248,332,Amazing Spider-Man,589,$2.99,Marvel,"59,900"
250,333,Amazing Spider-Man,586,$2.99,Marvel,"59,800"
251,334,X-Men Legacy,220,$2.99,Marvel,"59,800"
253,335,Amazing Spider-Man,614,$2.99,Marvel,"59,700"
254,337,X-Force,16,$2.99,Marvel,"59,700"
255,147,Ultimate Comics Spider-Man,2,$3.99,Marvel,"59,700"
256,152,Ultimate Comics Avengers,4,$3.99,Marvel,"59,600"
257,148,Hulk,15,$3.99,Marvel,"59,400"
259,339,Amazing Spider-Man,594,$2.99,Marvel,"59,200"
261,341,X-Force,15,$2.99,Marvel,"59,200"
263,344,Amazing Spider-Man,616,$2.99,Marvel,"58,900"
264,345,Amazing Spider-Man,593,$2.99,Marvel,"58,500"
265,207,Web of Spider-Man,1,$3.99,Marvel,"58,400"
266,352,Ultimate Wolverine vs. Hulk,6,$2.99,Marvel,"58,300"
270,161,Dark X-Men Beginning,2,$3.99,Marvel,"58,100"
274,356,Deadpool,13,$2.99,Marvel,"57,800"
276,386,Invincible Iron Man,10,$2.99,Marvel,"57,700"
277,164,Ultimate Spider-Man,133,$3.99,Marvel,"57,700"
279,363,Astonishing X-Men,33,$2.99,Marvel,"57,600"
281,165,Hulk,16,$3.99,Marvel,"57,400"
282,202,Dark Reign List X-Men One Shot,0,$3.99,Marvel,"57,300"
283,167,Dark Reign List Amazing Spider-Man One-Shot,0,$3.99,Marvel,"57,100"
284,367,X-Men Legacy,221,$2.99,Marvel,"57,100"
285,370,X-Force,18,$2.99,Marvel,"56,900"
286,203,Secret Warriors,1,$3.99,Marvel,"56,600"
289,371,X-Men Legacy,222,$2.99,Marvel,"56,200"
290,373,Deadpool,10,$2.99,Marvel,"56,100"
293,377,Deadpool,11,$2.99,Marvel,"55,800"
297,383,Invincible Iron Man,14,$2.99,Marvel,"55,600"
298,380,Invincible Iron Man,11,$2.99,Marvel,"55,600"
299,385,X-Force,21,$2.99,Marvel,"55,500"
300,184,Dark X-Men Beginning,3,$3.99,Marvel,"55,500"
302,382,Deadpool,8,$2.99,Marvel,"55,400"
303,387,Thor,605,$2.99,Marvel,"55,200"
304,190,Thor Giant Size Finale,1,$3.99,Marvel,"55,200"
306,395,Mighty Avengers,29,$2.99,Marvel,"54,700"
307,392,X-Men Legacy,224,$2.99,Marvel,"54,700"
309,394,Deadpool,9,$2.99,Marvel,"54,600"
312,397,Invincible Iron Man,16,$2.99,Marvel,"54,200"
315,404,Thunderbolts,131,$2.99,Marvel,"54,000"
317,403,Deadpool Merc With A Mouth,2,$2.99,Marvel,"53,900"
318,213,Black Panther 2,1,$3.99,Marvel,"53,800"
319,408,Thunderbolts,130,$2.99,Marvel,"53,500"
320,413,Fantastic Four,563,$2.99,Marvel,"53,300"
321,206,Hulk,18,$3.99,Marvel,"53,200"
322,417,Mighty Avengers,30,$2.99,Marvel,"53,200"
323,208,Hulk,17,$3.99,Marvel,"53,100"
324,419,X-Men Legacy,228,$2.99,Marvel,"53,100"
327,222,Secret Invasion War of Kings One Shot,0,$3.99,Marvel,"52,900"
328,215,Ultimate Comics Spider-Man,3,$3.99,Marvel,"52,900"
329,271,X Necrosha,0,$3.99,Marvel,"52,900"
330,421,Deadpool,14,$2.99,Marvel,"52,800"
332,424,Dark Wolverine,80,$2.99,Marvel,"52,600"
335,426,X-Force,11,$2.99,Marvel,"52,500"
337,427,Deadpool,15,$2.99,Marvel,"52,500"
338,221,Incredible Hulk,602,$3.99,Marvel,"52,400"
339,423,Invincible Iron Man,15,$2.99,Marvel,"52,400"
340,228,Ultimate X-Men,100,$3.99,Marvel,"52,400"
342,430,Invincible Iron Man,9,$2.99,Marvel,"52,300"
343,237,Dark Reign Cabal,0,$3.99,Marvel,"52,300"
344,435,Cable,14 Olivetti,$2.99,Marvel,"52,300"
346,431,X-Force,13,$2.99,Marvel,"52,300"
347,433,X-Force,12,$2.99,Marvel,"52,100"
349,225,X-Force,22,$3.99,Marvel,"51,900"
350,440,Invincible Iron Man,12,$2.99,Marvel,"51,800"
352,118,Deadpool,900,$4.99,Marvel,"51,800"
353,443,Secret Warriors,2,$2.99,Marvel,"51,800"
355,230,Wolverine Weapon X,3,$3.99,Marvel,"51,500"
357,445,Invincible Iron Man,13,$2.99,Marvel,"51,400"
358,448,Kick Ass,6,$2.99,Marvel,"51,300"
359,263,Ultimate Comics Armor Wars,1,$3.99,Marvel,"51,200"
360,452,Secret Warriors,3,$2.99,Marvel,"51,100"
361,243,War of Kings,2,$3.99,Marvel,"51,000"
362,453,X-Men Legacy,231,$2.99,Marvel,"50,900"
363,239,Spider-Woman,1,$3.99,Marvel,"50,900"
364,457,X-Men Legacy,229,$2.99,Marvel,"50,800"
365,459,X-Force,19,$2.99,Marvel,"50,700"
367,256,Dark X-Men Confession One Shot,0,$3.99,Marvel,"50,500"
368,267,Dark X-Men,1,$3.99,Marvel,"50,400"
369,468,Kick Ass,7,$2.99,Marvel,"50,400"
370,480,Thunderbolts,128,$2.99,Marvel,"50,300"
371,462,Ultimate Spider-Man,132,$2.99,Marvel,"50,300"
372,463,Ultimate Spider-Man,130,$2.99,Marvel,"50,300"
373,465,Ultimate Spider-Man,131,$2.99,Marvel,"50,200"
374,469,Cable,15,$2.99,Marvel,"50,200"
375,242,Dark Tower Treachery,5,$3.99,Marvel,"50,200"
376,472,Fantastic Four,564,$2.99,Marvel,"50,100"
377,249,Amazing Spider-Man Annual,36,$3.99,Marvel,"50,100"
380,293,New Avengers Reunion,1,$3.99,Marvel,"49,900"
381,478,Mighty Avengers,31,$2.99,Marvel,"49,900"
382,252,Wolverine Weapon X,4,$3.99,Marvel,"49,800"
383,481,X-Force,20,$2.99,Marvel,"49,800"
384,254,X-Men Legacy,230,$3.99,Marvel,"49,800"
389,262,Incredible Hulk,603,$3.99,Marvel,"49,300"
390,266,Ultimate Comics Spider-Man,4,$3.99,Marvel,"49,200"
391,484,Avengers Invaders,8,$2.99,Marvel,"49,200"
392,257,Dark Tower Treachery,6,$3.99,Marvel,"49,200"
393,276,Punisher,1,$3.99,Marvel,"49,200"
394,488,Thunderbolts,129,$2.99,Marvel,"49,100"
397,495,Fantastic Four,565,$2.99,Marvel,"49,000"
398,494,Invincible Iron Man,17,$2.99,Marvel,"48,900"
399,492,Avengers Initiative,21,$2.99,Marvel,"48,900"
400,298,Stand American Nightmares,1,$3.99,Marvel,"48,900"
403,497,Deadpool,16,$2.99,Marvel,"48,700"
404,503,Mighty Avengers,32,$2.99,Marvel,"48,700"
405,507,Dark Reign Fantastic Four,1,$2.99,Marvel,"48,500"
407,502,Avengers Invaders,9,$2.99,Marvel,"48,500"
408,506,Deadpool,17,$2.99,Marvel,"48,400"
409,283,Dark Reign List Wolverine One Shot,0,$3.99,Marvel,"48,300"
410,511,Fantastic Four,571,$2.99,Marvel,"48,300"
411,509,Invincible Iron Man,18,$2.99,Marvel,"48,300"
412,281,Marvels Project,2,$3.99,Marvel,"48,300"
413,282,Ultimatum Spider-Man Requiem,1,$3.99,Marvel,"48,100"
414,512,Avengers Initiative,22,$2.99,Marvel,"48,100"
415,510,Dark Wolverine,81,$2.99,Marvel,"48,100"
417,286,Thor Annual,1,$3.99,Marvel,"48,000"
418,290,Invincible Iron Man,19,$3.99,Marvel,"47,900"
421,519,Cable,13,$2.99,Marvel,"47,700"
422,520,Fantastic Four,566,$2.99,Marvel,"47,600"
425,516,Wolverine Origins,38,$2.99,Marvel,"47,500"
426,287,Stand Captain Trips,5,$3.99,Marvel,"47,400"
427,524,Invincible Iron Man,21,$2.99,Marvel,"47,300"
428,301,X-Men Legacy Annual,1,$3.99,Marvel,"47,200"
429,525,Deadpool,6,$2.99,Marvel,"46,900"
430,526,Wolverine Origins,34,$2.99,Marvel,"46,800"
431,556,Daredevil,501,$2.99,Marvel,"46,600"
432,536,Fantastic Four,567,$2.99,Marvel,"46,500"
434,357,Dark Reign List Daredevil One Shot,0,$3.99,Marvel,"46,200"
436,539,Wolverine Origins,33,$2.99,Marvel,"46,100"
438,331,Fall of Hulks Gamma Foh,0,$3.99,Marvel,"46,000"
439,540,Wolverine Origins,36,$2.99,Marvel,"46,000"
440,317,War of Kings,3,$3.99,Marvel,"45,900"
441,542,Deadpool,18,$2.99,Marvel,"45,900"
444,318,Ultimate Comics Spider-Man,5,$3.99,Marvel,"45,800"
445,548,Fantastic Four,568,$2.99,Marvel,"45,800"
447,546,Avengers Invaders,10,$2.99,Marvel,"45,700"
448,553,New Mutants,2,$2.99,Marvel,"45,600"
449,550,Wolverine Origins,39,$2.99,Marvel,"45,500"
452,329,Fantastic Four,569,$3.99,Marvel,"45,300"
454,558,Avengers Initiative,23,$2.99,Marvel,"45,300"
455,555,Wolverine Origins,35,$2.99,Marvel,"45,200"
459,559,Wolverine Origins,37,$2.99,Marvel,"45,000"
460,560,Wolverine Origins,32,$2.99,Marvel,"44,800"
462,561,Deadpool,7,$2.99,Marvel,"44,700"
464,566,Avengers Invaders,11,$2.99,Marvel,"44,600"
465,358,Dark Tower the Fall of Gilead,1,$3.99,Marvel,"44,400"
467,354,Dark Reign List Hulk One Shot,0,$3.99,Marvel,"44,000"
468,346,Incredible Hulk,605,$3.99,Marvel,"44,000"
470,350,War of Kings,4,$3.99,Marvel,"43,900"
480,592,New Mutants,3,$2.99,Marvel,"43,200"
481,589,Wolverine Origins,40,$2.99,Marvel,"43,200"
483,362,X-Force Annual,1,$3.99,Marvel,"43,100"
487,390,Dark Reign Sinister Spider-Man,1,$3.99,Marvel,"42,800"
488,605,Secret Warriors,4,$2.99,Marvel,"42,800"
489,602,Avengers Initiative,24,$2.99,Marvel,"42,800"
490,607,Fantastic Four,572,$2.99,Marvel,"42,700"
493,613,Daredevil,118,$2.99,Marvel,"42,400"
494,616,Secret Warriors,6,$2.99,Marvel,"42,300"
495,375,War of Kings,5,$3.99,Marvel,"42,200"
496,374,Dark X-Men,2,$3.99,Marvel,"42,200"
