Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
883,772,Nightcrawler,3,$3.99,Marvel,"32,530"
884,768,Deadpool Draculas Gauntlet,6,$3.99,Marvel,"32,459"
885,782,Moon Knight,8,$3.99,Marvel,"32,440"
888,1130,Daredevil,36,$2.99,Marvel,"32,405"
890,1135,Daredevil,35,$2.99,Marvel,"32,282"
891,783,Magneto,11,$3.99,Marvel,"32,265"
896,784,Axis Carnage,2,$3.99,Marvel,"32,196"
897,786,Punisher,3,$3.99,Marvel,"32,156"
898,1145,Loki Agent of Asgard,2,$2.99,Marvel,"32,063"
899,790,All New Ghost Rider,2,$3.99,Marvel,"31,974"
900,791,Magneto,9,$3.99,Marvel,"31,912"
902,793,Axis Hobgoblin,1,$3.99,Marvel,"31,895"
905,801,Black Widow,3,$3.99,Marvel,"31,763"
907,800,Cyclops,2,$3.99,Marvel,"31,713"
911,807,X-Men,21,$3.99,Marvel,"31,560"
913,802,Savage Hulk,2,$3.99,Marvel,"31,554"
914,805,Magneto,7,$3.99,Marvel,"31,532"
915,804,Indestructible Hulk,19,$3.99,Marvel,"31,512"
917,799,Deadpool Draculas Gauntlet,7,$3.99,Marvel,"31,484"
918,812,Amazing X-Men,14,$3.99,Marvel,"31,468"
919,810,Thanos A God Up There Listening,2,$3.99,Marvel,"31,462"
920,818,Miles Morales Ultimate Spider-Man,8,$3.99,Marvel,"31,448"
921,811,Magneto,10,$3.99,Marvel,"31,444"
924,813,Silver Surfer,5,$3.99,Marvel,"31,428"
926,817,Daredevil,11,$3.99,Marvel,"31,382"
928,815,Iron Man,24,$3.99,Marvel,"31,340"
932,824,Avengers World,5,$3.99,Marvel,"31,195"
933,816,Wolverine,13,$3.99,Marvel,"31,177"
934,819,Thanos A God Up There Listening,3,$3.99,Marvel,"31,144"
935,825,All New Ultimates,1,$3.99,Marvel,"31,094"
938,827,Inhuman,6,$3.99,Marvel,"31,021"
939,854,Savage Wolverine,14.NOW,$3.99,Marvel,"31,006"
940,829,Captain America,23,$3.99,Marvel,"30,914"
941,834,Inhumanity Spider-Man,1,$3.99,Marvel,"30,877"
942,832,Fantastic Four,8,$3.99,Marvel,"30,840"
945,836,Mighty Avengers,10,$3.99,Marvel,"30,657"
946,837,Iron Man,20,$3.99,Marvel,"30,592"
947,841,Mighty Avengers,5.INH,$3.99,Marvel,"30,580"
948,839,Iron Man,20.INH,$3.99,Marvel,"30,549"
950,846,All New X-Factor,3,$3.99,Marvel,"30,472"
951,847,Inhuman,7,$3.99,Marvel,"30,413"
952,1258,Thunderbolts,20.NOW,$2.99,Marvel,"30,394"
953,845,Wolverine and X-Men,7,$3.99,Marvel,"30,391"
954,848,Magneto,12,$3.99,Marvel,"30,387"
955,1207,She-Hulk,2,$2.99,Marvel,"30,387"
956,842,Captain America,21,$3.99,Marvel,"30,382"
957,843,Captain America,20,$3.99,Marvel,"30,369"
960,1213,Ms Marvel,10,$2.99,Marvel,"30,282"
962,852,X-Men,22,$3.99,Marvel,"30,200"
963,853,Magneto,8,$3.99,Marvel,"30,167"
964,850,Indestructible Hulk,20,$3.99,Marvel,"30,146"
967,858,Thanos A God Up There Listening,4,$3.99,Marvel,"29,982"
968,863,Captain Marvel,2,$3.99,Marvel,"29,916"
969,861,Iron Fist Living Weapon,3,$3.99,Marvel,"29,894"
970,1224,Loki Agent of Asgard,3,$2.99,Marvel,"29,864"
972,866,Wolverine and X-Men,8,$3.99,Marvel,"29,754"
973,867,X-Force,3,$3.99,Marvel,"29,744"
975,865,Iron Man,25,$3.99,Marvel,"29,672"
977,874,Scarlet Spiders,2,$3.99,Marvel,"29,628"
979,870,Iron Man,21,$3.99,Marvel,"29,553"
980,878,Cataclysm Ultimates Last Stand,3,$3.99,Marvel,"29,532"
983,1252,She-Hulk,3,$2.99,Marvel,"29,451"
986,885,Black Widow,4,$3.99,Marvel,"29,384"
987,879,Death of Wolverine Weapon X Program,3,$3.99,Marvel,"29,355"
988,887,Survive,0,$3.99,Marvel,"29,345"
993,886,Wolverine and X-Men,9,$3.99,Marvel,"29,223"
996,888,Original Sins,5,$3.99,Marvel,"29,027"
998,892,Iron Man,22,$3.99,Marvel,"28,996"
999,900,Avengers World,6,$3.99,Marvel,"28,978"
1000,897,All New Ghost Rider,3,$3.99,Marvel,"28,963"
