Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
234,162,Uncanny X-Force,11,$3.99,Marvel,"56,300"
235,159,New Avengers,15,$3.99,Marvel,"56,300"
236,165,Uncanny X-Force,13,$3.99,Marvel,"56,200"
237,161,New Avengers,17,$3.99,Marvel,"56,200"
239,163,Captain America,3,$3.99,Marvel,"56,100"
241,166,Amazing Spider-Man,664,$3.99,Marvel,"55,900"
242,168,Uncanny X-Men,534,$3.99,Marvel,"55,800"
243,361,Kick-Ass 2,3,$2.99,Marvel,"55,700"
244,169,Uncanny X-Men,542,$3.99,Marvel,"55,700"
245,172,Ultimate Comics Spider-Man,3,$3.99,Marvel,"55,600"
247,173,Uncanny X-Force,15,$3.99,Marvel,"55,500"
249,176,Amazing Spider-Man,652,$3.99,Marvel,"55,400"
250,174,Uncanny X-Force,19,$3.99,Marvel,"55,300"
252,367,FF,7,$2.99,Marvel,"55,300"
253,177,X-Men Schism,4,$3.99,Marvel,"55,300"
255,175,Uncanny X-Men,539,$3.99,Marvel,"55,200"
259,178,Fear Itself,7.3,$3.99,Marvel,"55,100"
262,179,Uncanny X-Men,533,$3.99,Marvel,"55,000"
264,221,Uncanny X-Force,7,$3.99,Marvel,"54,800"
266,180,Amazing Spider-Man,675,$3.99,Marvel,"54,700"
267,183,Uncanny X-Men,536,$3.99,Marvel,"54,600"
270,192,Moon Knight,1,$3.99,Marvel,"54,500"
271,185,New Avengers,18,$3.99,Marvel,"54,500"
272,195,Mighty Thor,2,$3.99,Marvel,"54,400"
273,191,Uncanny X-Men,532,$3.99,Marvel,"54,400"
274,188,Captain America,4,$3.99,Marvel,"54,400"
275,205,Age of X Alpha,1,$3.99,Marvel,"54,300"
276,187,Uncanny X-Men,537,$3.99,Marvel,"54,300"
277,189,Uncanny X-Force,18,$3.99,Marvel,"54,300"
279,378,Kick-Ass 2,5,$2.99,Marvel,"54,100"
280,418,Uncanny X-Men,534,$2.99,Marvel,"54,100"
281,190,Amazing Spider-Man,676,$3.99,Marvel,"54,000"
283,198,Uncanny X-Men,538,$3.99,Marvel,"53,900"
285,385,FF,9,$2.99,Marvel,"53,800"
286,84,X-Men Giant-Size,1,$4.99,Marvel,"53,500"
289,204,Uncanny X-Force,14,$3.99,Marvel,"53,300"
290,210,Ultimate Comics Spider-Man,157,$3.99,Marvel,"53,200"
292,206,Amazing Spider-Man,653,$3.99,Marvel,"53,000"
293,207,Secret Avengers,13,$3.99,Marvel,"53,000"
294,240,Ultimate Avengers Vs New Ultimates,1,$3.99,Marvel,"53,000"
295,209,New Avengers,19,$3.99,Marvel,"52,900"
300,400,New Avengers,16.1,$2.99,Marvel,"52,700"
301,213,Uncanny X-Force,16,$3.99,Marvel,"52,700"
302,402,FF,8,$2.99,Marvel,"52,700"
305,215,Ultimate Comics Spider-Man,159,$3.99,Marvel,"52,600"
306,214,Uncanny X-Force,5,$3.99,Marvel,"52,600"
307,409,X-Men Legacy,247,$2.99,Marvel,"52,500"
308,551,Captain America and Bucky,620,$2.99,Marvel,"52,500"
309,405,Kick-Ass 2,4,$2.99,Marvel,"52,500"
310,426,Uncanny X-Force,5.1,$2.99,Marvel,"52,400"
311,217,Uncanny X-Force,4,$3.99,Marvel,"52,300"
312,216,Uncanny X-Force,9,$3.99,Marvel,"52,300"
314,218,Secret Avengers,11,$3.99,Marvel,"52,100"
316,220,Uncanny X-Force,6,$3.99,Marvel,"52,000"
317,83,New Avengers Annual,1,$4.99,Marvel,"51,900"
318,224,X-Men,9,$3.99,Marvel,"51,900"
321,223,Ultimate Comics Spider-Man,4,$3.99,Marvel,"51,600"
323,228,Secret Avengers,9,$3.99,Marvel,"51,500"
325,230,Uncanny X-Force,10,$3.99,Marvel,"51,500"
326,227,Uncanny X-Force,8,$3.99,Marvel,"51,400"
329,232,X-Men,10,$3.99,Marvel,"51,300"
330,226,Uncanny X-Force,17,$3.99,Marvel,"51,300"
331,231,Mighty Thor,3,$3.99,Marvel,"51,300"
333,428,Fantastic Four,601,$2.99,Marvel,"51,100"
334,233,Secret Avengers,12,$3.99,Marvel,"51,000"
338,235,Secret Avengers,14,$3.99,Marvel,"50,400"
339,238,Secret Avengers,10,$3.99,Marvel,"50,400"
341,439,X-Men Legacy,246,$2.99,Marvel,"50,200"
343,242,X-Men,8,$3.99,Marvel,"50,000"
344,442,FF,10,$2.99,Marvel,"49,900"
345,446,FF,12,$2.99,Marvel,"49,700"
346,247,Ultimate Comics Spider-Man,158,$3.99,Marvel,"49,600"
347,243,Ultimate Comics Spider-Man,156,$3.99,Marvel,"49,500"
352,453,FF,11,$2.99,Marvel,"48,900"
353,369,Ultimate Fallout,2,$3.99,Marvel,"48,800"
354,251,Wolverine,7,$3.99,Marvel,"48,700"
356,252,Ultimate Comics Spider-Man,5,$3.99,Marvel,"48,300"
357,255,Secret Avengers,16,$3.99,Marvel,"48,300"
360,339,Ultimate Comics Spider-Man,154,$3.99,Marvel,"48,000"
362,380,Ultimate Fallout,3,$3.99,Marvel,"47,800"
364,256,Captain America,6,$3.99,Marvel,"47,800"
366,259,Punisher,1,$3.99,Marvel,"47,700"
367,260,Ultimate Avengers Vs New Ultimates,2,$3.99,Marvel,"47,700"
369,258,Wolverine,8,$3.99,Marvel,"47,600"
370,263,Invincible Iron Man,503,$3.99,Marvel,"47,600"
371,341,Ultimate Comics Spider-Man,153,$3.99,Marvel,"47,400"
372,261,Wolverine,5,$3.99,Marvel,"47,400"
373,264,Mighty Thor,4,$3.99,Marvel,"47,400"
374,265,Ultimate Comics Spider-Man,155,$3.99,Marvel,"47,400"
375,539,Alpha Flight,1,$3.99,Marvel,"47,300"
376,262,Captain America,5,$3.99,Marvel,"47,300"
377,266,Journey Into Mystery,622,$3.99,Marvel,"47,300"
378,278,Secret Avengers,15,$3.99,Marvel,"47,200"
379,470,Secret Avengers,12.1,$2.99,Marvel,"47,200"
381,270,Ultimate Comics Ultimates,2,$3.99,Marvel,"47,100"
383,268,Wolverine,6,$3.99,Marvel,"46,900"
385,267,X-Men,11,$3.99,Marvel,"46,900"
386,274,Ultimate Avengers Vs New Ultimates,3,$3.99,Marvel,"46,900"
387,139,Captain America,616,$4.99,Marvel,"46,700"
388,479,X-Men Legacy,248,$2.99,Marvel,"46,600"
389,480,Venom,2,$2.99,Marvel,"46,500"
390,310,Incredible Hulk,3,$3.99,Marvel,"46,400"
392,283,Captain America,617,$3.99,Marvel,"46,200"
393,282,Ultimate Comics X-Men,2,$3.99,Marvel,"46,200"
394,281,Mighty Thor,6,$3.99,Marvel,"46,200"
395,483,Daredevil,2,$2.99,Marvel,"46,100"
396,280,X-Men,12,$3.99,Marvel,"46,100"
399,482,X-Men Legacy,249,$2.99,Marvel,"46,000"
401,285,X-Men,14,$3.99,Marvel,"45,700"
402,293,Invincible Iron Man,504,$3.99,Marvel,"45,700"
403,287,Wolverine,9,$3.99,Marvel,"45,600"
404,289,Mighty Thor,5,$3.99,Marvel,"45,500"
405,288,Secret Avengers,17,$3.99,Marvel,"45,500"
406,292,Captain America,619,$3.99,Marvel,"45,400"
407,488,Kick-Ass 2,6,$2.99,Marvel,"45,400"
408,291,Captain America,618,$3.99,Marvel,"45,400"
409,511,Wolverine,5.1,$2.99,Marvel,"45,400"
410,155,X-Men Legacy,250,$4.99,Marvel,"45,300"
411,290,X-Men,13,$3.99,Marvel,"45,300"
413,299,Astonishing X-Men,36,$3.99,Marvel,"45,100"
415,494,FF,13,$2.99,Marvel,"45,000"
416,306,Ultimate Avengers Vs New Ultimates,4,$3.99,Marvel,"44,800"
423,527,Captain America,615.1,$2.99,Marvel,"44,400"
424,303,Mighty Thor,7,$3.99,Marvel,"44,400"
425,304,X-Men,17,$3.99,Marvel,"44,400"
427,307,X-Men,16,$3.99,Marvel,"44,300"
428,309,Invincible Iron Man,502,$3.99,Marvel,"44,200"
433,520,X-Men Legacy,251,$2.99,Marvel,"43,800"
436,311,X-Men,15,$3.99,Marvel,"43,700"
438,315,Secret Avengers,18,$3.99,Marvel,"43,600"
439,316,Thor,619,$3.99,Marvel,"43,600"
440,320,Ultimate Avengers Vs New Ultimates,5,$3.99,Marvel,"43,600"
441,314,X-Men,20,$3.99,Marvel,"43,500"
443,545,Invincible Iron Man,500.1,$2.99,Marvel,"43,300"
444,327,Invincible Iron Man,505,$3.99,Marvel,"43,200"
445,329,Ultimate Avengers Vs New Ultimates,6,$3.99,Marvel,"43,100"
446,531,Daredevil,4,$2.99,Marvel,"43,100"
447,524,X-Men Legacy,259,$2.99,Marvel,"43,100"
449,526,Venom,3,$2.99,Marvel,"43,100"
451,330,Thor,621,$3.99,Marvel,"43,000"
453,335,Captain America,614,$3.99,Marvel,"42,900"
454,334,Thor,620,$3.99,Marvel,"42,900"
455,331,Wolverine,10,$3.99,Marvel,"42,800"
456,337,Captain America,615,$3.99,Marvel,"42,700"
457,892,Punisher,2,$2.99,Marvel,"42,700"
459,377,Amazing Spider-Man Annual,38,$3.99,Marvel,"42,600"
460,560,Thor,620.1,$2.99,Marvel,"42,600"
462,395,Ghost Rider,1,$3.99,Marvel,"42,500"
463,340,Wolverine,12,$3.99,Marvel,"42,500"
464,342,X-Men,18,$3.99,Marvel,"42,500"
466,343,Wolverine,11,$3.99,Marvel,"42,300"
467,541,Daredevil,3,$2.99,Marvel,"42,300"
468,350,Ultimate Fallout,5,$3.99,Marvel,"42,200"
469,349,Invincible Iron Man,508,$3.99,Marvel,"42,000"
471,352,Invincible Iron Man,506,$3.99,Marvel,"41,900"
472,355,Invincible Iron Man,501,$3.99,Marvel,"41,900"
473,550,X-Men Legacy,252,$2.99,Marvel,"41,700"
474,358,Uncanny X-Men Annual,3,$3.99,Marvel,"41,600"
476,562,New Mutants,22,$2.99,Marvel,"41,600"
477,363,Secret Avengers,19,$3.99,Marvel,"41,500"
478,364,Ultimate Comics Ultimates,3,$3.99,Marvel,"41,400"
483,371,Mighty Thor,8,$3.99,Marvel,"41,000"
485,571,X-Men Legacy,244,$2.99,Marvel,"41,000"
487,570,Journey Into Mystery,623,$2.99,Marvel,"41,000"
489,370,X-Men,19,$3.99,Marvel,"41,000"
494,580,New Mutants,23,$2.99,Marvel,"40,900"
497,577,Venom,4,$2.99,Marvel,"40,700"
498,382,Ultimate Fallout,6,$3.99,Marvel,"40,700"
499,578,X-Men Legacy,253,$2.99,Marvel,"40,600"
500,589,Fear Itself Uncanny X-Force,1,$2.99,Marvel,"40,500"
501,381,Invincible Iron Man,507,$3.99,Marvel,"40,500"
505,585,X-Men Legacy,254,$2.99,Marvel,"40,300"
508,384,Wolverine,18,$3.99,Marvel,"40,200"
511,386,Wolverine,17,$3.99,Marvel,"40,100"
512,387,X-Men,21,$3.99,Marvel,"40,100"
513,588,Daredevil,5,$2.99,Marvel,"40,100"
518,393,Ultimate Comics X-Men,3,$3.99,Marvel,"39,800"
520,398,Ultimate Comics Ultimates,4,$3.99,Marvel,"39,700"
522,596,X-Men Legacy,255,$2.99,Marvel,"39,400"
524,403,Incredible Hulks,635,$3.99,Marvel,"39,400"
526,460,Ultimate Comics Hawkeye,1,$3.99,Marvel,"39,400"
528,399,Wolverine,13,$3.99,Marvel,"39,300"
530,404,Wolverine,14,$3.99,Marvel,"39,300"
531,407,Invincible Iron Man,509,$3.99,Marvel,"39,200"
532,406,X-Men,22,$3.99,Marvel,"39,100"
533,599,X-Men Legacy,256,$2.99,Marvel,"39,100"
534,604,New Mutants,24,$2.99,Marvel,"39,000"
535,417,Ultimate Comics New Ultimates,5,$3.99,Marvel,"39,000"
536,1059,Herc,1,$3.99,Marvel,"38,900"
537,606,Daredevil,7,$2.99,Marvel,"38,800"
539,451,Astonishing X-Men,37,$3.99,Marvel,"38,800"
541,421,Avengers Prime,5,$3.99,Marvel,"38,800"
543,607,X-Men Legacy,257,$2.99,Marvel,"38,600"
544,614,Daredevil,6,$2.99,Marvel,"38,500"
545,611,X-Men Legacy,258,$2.99,Marvel,"38,400"
548,419,Wolverine,19,$3.99,Marvel,"38,300"
549,423,Wolverine,16,$3.99,Marvel,"38,300"
550,616,X-Men,15.1,$2.99,Marvel,"38,300"
551,425,Invincible Iron Man,510,$3.99,Marvel,"38,300"
552,429,Secret Avengers,20,$3.99,Marvel,"38,200"
553,435,Astonishing X-Men,38,$3.99,Marvel,"38,100"
554,436,Ultimate Comics X,4,$3.99,Marvel,"38,100"
556,432,Mighty Thor,9,$3.99,Marvel,"38,000"
557,431,Wolverine,15,$3.99,Marvel,"38,000"
558,617,X-Men Legacy,260,$2.99,Marvel,"37,900"
561,444,Astonishing X-Men,39,$3.99,Marvel,"37,600"
562,437,Carnage USA,1,$3.99,Marvel,"37,600"
564,445,Moon Knight,2,$3.99,Marvel,"37,400"
565,629,Venom,5,$2.99,Marvel,"37,400"
567,440,Wolverine,20,$3.99,Marvel,"37,400"
568,466,Ultimate Comics Captain America,1,$3.99,Marvel,"37,300"
573,448,Ultimate Comics X-Men,4,$3.99,Marvel,"37,100"
578,640,Captain America and Bucky,621,$2.99,Marvel,"36,800"
582,456,Ultimate Comics Ultimates,5,$3.99,Marvel,"36,400"
583,656,Venom,6,$2.99,Marvel,"36,300"
585,652,Fear Itself Fearless,3,$2.99,Marvel,"36,200"
586,654,Journey Into Mystery,624,$2.99,Marvel,"36,200"
587,657,X-Men Prelude To Schism,1,$2.99,Marvel,"36,200"
588,461,Age of X Universe,1,$3.99,Marvel,"36,200"
589,459,Astonishing X-Men,40,$3.99,Marvel,"36,200"
595,664,Fear Itself Spider-Man,1,$2.99,Marvel,"35,700"
596,468,Moon Knight,3,$3.99,Marvel,"35,500"
599,469,Invincible Iron Man,511,$3.99,Marvel,"35,400"
600,472,Ultimate Comics X,5,$3.99,Marvel,"35,300"
601,474,Daredevil Reborn,1,$3.99,Marvel,"35,200"
602,471,Ultimate Comics X-Men,5,$3.99,Marvel,"35,200"
603,476,New Mutants,25,$3.99,Marvel,"35,100"
604,572,Ultimate Comics Spider-Man,152,$3.99,Marvel,"35,100"
605,481,Age of X Universe,2,$3.99,Marvel,"34,800"
607,681,Fear Itself Uncanny X-Force,2,$2.99,Marvel,"34,700"
608,685,Captain America and Bucky,622,$2.99,Marvel,"34,600"
609,324,Wolverine,1000,$4.99,Marvel,"34,400"
610,490,Wolverine Best There Is,2,$3.99,Marvel,"34,300"
612,688,Venom,7,$2.99,Marvel,"34,200"
614,693,Journey Into Mystery,625,$2.99,Marvel,"34,100"
616,528,Fear Itself Home Front,1,$3.99,Marvel,"33,900"
617,492,Ultimate Comics Avengers 3,6,$3.99,Marvel,"33,900"
621,530,Iron Man 2.0,1,$3.99,Marvel,"33,800"
622,499,Hulk,29,$3.99,Marvel,"33,700"
626,496,Hulk,30,$3.99,Marvel,"33,600"
628,497,Astonishing X-Men,41,$3.99,Marvel,"33,600"
634,718,Superior,4,$2.99,Marvel,"33,300"
636,727,X-Men Prelude To Schism,2,$2.99,Marvel,"33,100"
640,514,Astonishing X-Men,43,$3.99,Marvel,"33,000"
641,516,Astonishing X-Men,42,$3.99,Marvel,"33,000"
644,719,Venom,8,$2.99,Marvel,"32,800"
645,728,Hulk,33,$2.99,Marvel,"32,700"
647,569,Avengers Childrens Crusade,5,$3.99,Marvel,"32,600"
648,522,Astonishing X-Men,44,$3.99,Marvel,"32,600"
649,764,Hulk,30.1,$2.99,Marvel,"32,600"
650,732,Venom,9,$2.99,Marvel,"32,600"
651,529,Avengers Childrens Crusade,4,$3.99,Marvel,"32,500"
652,739,Fear Itself Uncanny X-Force,3,$2.99,Marvel,"32,500"
653,1328,Avengers 1959,1,$2.99,Marvel,"32,500"
655,525,Astonishing X-Men Xenogenesis,5,$3.99,Marvel,"32,500"
657,738,Incredible Hulks,624,$2.99,Marvel,"32,400"
658,742,Captain America and Bucky,623,$2.99,Marvel,"32,300"
660,743,Battle Scars,1,$2.99,Marvel,"32,300"
671,537,Incredible Hulks,621,$3.99,Marvel,"31,900"
677,760,Journey Into Mystery,626,$2.99,Marvel,"31,700"
682,538,Carnage,3,$3.99,Marvel,"31,500"
685,763,Fear Itself Fearless,4,$2.99,Marvel,"31,500"
686,554,Avengers Childrens Crusade,6,$3.99,Marvel,"31,500"
687,543,Hulk,31,$3.99,Marvel,"31,400"
690,547,Astonishing X-Men,45,$3.99,Marvel,"31,400"
698,782,Incredible Hulks,627,$2.99,Marvel,"31,200"
709,821,Hulk,37,$2.99,Marvel,"31,000"
711,561,Incredible Hulks,620,$3.99,Marvel,"31,000"
716,568,Avengers Childrens Crusade,7,$3.99,Marvel,"30,900"
718,788,Deadpool,34,$2.99,Marvel,"30,900"
719,793,Hulk,32,$2.99,Marvel,"30,900"
720,878,Fear Itself FF,1,$2.99,Marvel,"30,800"
723,810,Fear Itself Wolverine,1,$2.99,Marvel,"30,800"
724,797,Fear Itself Spider-Man,2,$2.99,Marvel,"30,800"
727,799,Captain America and Bucky,624,$2.99,Marvel,"30,800"
732,805,Incredible Hulks,623,$2.99,Marvel,"30,500"
733,808,Incredible Hulks,622,$2.99,Marvel,"30,400"
735,582,Moon Knight,4,$3.99,Marvel,"30,300"
739,816,Incredible Hulks,625,$2.99,Marvel,"30,200"
741,1422,Generation Hope,10,$2.99,Marvel,"30,100"
742,824,Incredible Hulks,626,$2.99,Marvel,"30,000"
748,832,Journey Into Mystery,627,$2.99,Marvel,"29,900"
751,601,Brilliant,1,$3.95,Marvel,"29,800"
752,829,Deadpool,32,$2.99,Marvel,"29,800"
753,590,Carnage,4,$3.99,Marvel,"29,800"
754,592,Daredevil Reborn,2,$3.99,Marvel,"29,700"
759,598,Avengers Childrens Crusade,8,$3.99,Marvel,"29,600"
760,839,Hulk,34,$2.99,Marvel,"29,500"
762,840,Venom,10,$2.99,Marvel,"29,500"
763,593,Carnage,5,$3.99,Marvel,"29,500"
764,842,Deadpool,31,$2.99,Marvel,"29,400"
765,843,Fear Itself Deadpool,1,$2.99,Marvel,"29,400"
766,874,Deadpool,33.1,$2.99,Marvel,"29,400"
768,845,Fear Itself Fearless,5,$2.99,Marvel,"29,300"
769,848,X-23,9,$2.99,Marvel,"29,300"
772,854,Journey Into Mystery,628,$2.99,Marvel,"29,200"
775,850,Incredible Hulks,628,$2.99,Marvel,"29,200"
776,853,Deadpool,33,$2.99,Marvel,"29,200"
777,613,Shield,1,$3.99,Marvel,"29,100"
778,861,Daken Dark Wolverine,5,$2.99,Marvel,"29,100"
781,609,Fear Itself Home Front,2,$3.99,Marvel,"29,000"
784,860,Hulk,38,$2.99,Marvel,"28,900"
785,642,Onslaught Unleashed,1 LIEFELD SA VAR,$3.99,Marvel,"28,900"
788,870,Incredible Hulks,632,$2.99,Marvel,"28,800"
790,872,Hulk,36,$2.99,Marvel,"28,800"
791,865,Deadpool,39,$2.99,Marvel,"28,800"
792,1926,Ruse,1,$2.99,Marvel,"28,800"
793,885,X-Men Prelude To Schism,3,$2.99,Marvel,"28,800"
795,883,New Mutants,33,$2.99,Marvel,"28,700"
797,877,Deadpool,36,$2.99,Marvel,"28,700"
802,879,Venom,11,$2.99,Marvel,"28,700"
803,884,Captain America and Bucky,625,$2.99,Marvel,"28,700"
805,1923,Sigil,1,$2.99,Marvel,"28,600"
807,890,Thunderbolts,158,$2.99,Marvel,"28,600"
808,880,Hulk,35,$2.99,Marvel,"28,600"
811,889,Incredible Hulks,629,$2.99,Marvel,"28,500"
812,894,X-23,8,$2.99,Marvel,"28,500"
813,882,Deadpool,37,$2.99,Marvel,"28,500"
815,888,Deadpool,35,$2.99,Marvel,"28,500"
816,620,Moon Knight,5,$3.99,Marvel,"28,500"
818,896,Incredible Hulks,630,$2.99,Marvel,"28,400"
820,618,Deadpool Annual,1,$3.99,Marvel,"28,300"
821,976,Alpha Flight,2,$2.99,Marvel,"28,300"
822,903,Journey Into Mystery,629,$2.99,Marvel,"28,300"
823,907,Journey Into Mystery,626,$2.99,Marvel,"28,300"
824,626,Wolverine Best There Is,3,$3.99,Marvel,"28,300"
825,904,X-23,5,$2.99,Marvel,"28,300"
828,906,New Mutants,27,$2.99,Marvel,"28,200"
829,631,Avengers Childrens Crusade Young Avengers,1,$3.99,Marvel,"28,200"
830,910,New Mutants,26,$2.99,Marvel,"28,200"
834,475,Thunderbolts,159,$4.99,Marvel,"28,000"
837,919,Journey Into Mystery,630,$2.99,Marvel,"28,000"
838,927,Black Panther Man Without Fear,514,$2.99,Marvel,"28,000"
839,905,Deadpool,45,$2.99,Marvel,"28,000"
840,922,Thunderbolts,160,$2.99,Marvel,"28,000"
841,914,Incredible Hulks,631,$2.99,Marvel,"27,900"
842,923,X-23,7,$2.99,Marvel,"27,900"
843,635,Daredevil Reborn,3,$3.99,Marvel,"27,900"
844,911,Deadpool,38,$2.99,Marvel,"27,900"
845,1983,Power Man and Iron Fist,1,$2.99,Marvel,"27,900"
847,950,Alpha Flight,0.1,$2.99,Marvel,"27,800"
850,926,Incredible Hulks,633,$2.99,Marvel,"27,800"
852,637,Ultimate Comics Captain America,2,$3.99,Marvel,"27,700"
853,935,Daken Dark Wolverine,7,$2.99,Marvel,"27,700"
854,937,Daken Dark Wolverine,6,$2.99,Marvel,"27,700"
855,638,Moon Knight,6,$3.99,Marvel,"27,600"
858,944,Fear Itself Spider-Man,3,$2.99,Marvel,"27,500"
860,942,Deadpool,40,$2.99,Marvel,"27,400"
861,954,New Mutants,29,$2.99,Marvel,"27,400"
