Comic_ID,Publish Date,Comic-book Title,Price,Publisher,Est. units,Unformatted Total,Total
315110210,2011,X-Men,3.99,Marvel,46100.0,183939.0,183.94K
315110211,2011,X-Men Legacy,2.99,Marvel,46000.0,137540.0,137.54K
315110212,2011,X-Men,3.99,Marvel,45700.0,182343.0,182.34K
315110213,2011,Invincible Iron Man,3.99,Marvel,45700.0,182343.0,182.34K
315110214,2011,Wolverine,3.99,Marvel,45600.0,181944.0,181.94K
315110215,2011,Mighty Thor,3.99,Marvel,45500.0,181545.0,181.54K
315110216,2011,Secret Avengers,3.99,Marvel,45500.0,181545.0,181.54K
315110217,2011,Captain America,3.99,Marvel,45400.0,181146.0,181.15K
315110218,2011,Kick-Ass 2,2.99,Marvel,45400.0,135746.0,135.75K
315110219,2011,Captain America,3.99,Marvel,45400.0,181146.0,181.15K
315110220,2011,Wolverine,2.99,Marvel,45400.0,135746.0,135.75K
315110221,2011,X-Men Legacy,4.99,Marvel,45300.0,226047.0,226.05K
315110222,2011,X-Men,3.99,Marvel,45300.0,180747.0,180.75K
315110223,2011,Astonishing X-Men,3.99,Marvel,45100.0,179949.0,179.95K
315110224,2011,FF,2.99,Marvel,45000.0,134550.0,134.55K
315110225,2011,Ultimate Avengers Vs New Ultimates,3.99,Marvel,44800.0,178752.0,178.75K
315110226,2011,Captain America,2.99,Marvel,44400.0,132756.0,132.76K
315110227,2011,Mighty Thor,3.99,Marvel,44400.0,177156.0,177.16K
315110228,2011,X-Men,3.99,Marvel,44400.0,177156.0,177.16K
315110229,2011,X-Men,3.99,Marvel,44300.0,176757.0,176.76K
315110230,2011,Invincible Iron Man,3.99,Marvel,44200.0,176358.0,176.36K
315110231,2011,X-Men Legacy,2.99,Marvel,43800.0,130962.00000000001,130.96K
315110232,2011,X-Men,3.99,Marvel,43700.0,174363.0,174.36K
315110233,2011,Secret Avengers,3.99,Marvel,43600.0,173964.0,173.96K
315110234,2011,Thor,3.99,Marvel,43600.0,173964.0,173.96K
315110235,2011,Ultimate Avengers Vs New Ultimates,3.99,Marvel,43600.0,173964.0,173.96K
315110236,2011,X-Men,3.99,Marvel,43500.0,173565.0,173.56K
315110237,2011,Invincible Iron Man,2.99,Marvel,43300.0,129467.00000000001,129.47K
315110238,2011,Invincible Iron Man,3.99,Marvel,43200.0,172368.0,172.37K
315110239,2011,Ultimate Avengers Vs New Ultimates,3.99,Marvel,43100.0,171969.0,171.97K
315110240,2011,Daredevil,2.99,Marvel,43100.0,128869.00000000001,128.87K
315110241,2011,X-Men Legacy,2.99,Marvel,43100.0,128869.00000000001,128.87K
315110242,2011,Venom,2.99,Marvel,43100.0,128869.00000000001,128.87K
315110243,2011,Thor,3.99,Marvel,43000.0,171570.0,171.57K
315110244,2011,Captain America,3.99,Marvel,42900.0,171171.0,171.17K
315110245,2011,Thor,3.99,Marvel,42900.0,171171.0,171.17K
315110246,2011,Wolverine,3.99,Marvel,42800.0,170772.0,170.77K
315110247,2011,Captain America,3.99,Marvel,42700.0,170373.0,170.37K
315110248,2011,Punisher,2.99,Marvel,42700.0,127673.00000000001,127.67K
315110249,2011,Amazing Spider-Man Annual,3.99,Marvel,42600.0,169974.0,169.97K
315110250,2011,Thor,2.99,Marvel,42600.0,127374.00000000001,127.37K
315110251,2011,Ghost Rider,3.99,Marvel,42500.0,169575.0,169.57K
315110252,2011,Wolverine,3.99,Marvel,42500.0,169575.0,169.57K
315110253,2011,X-Men,3.99,Marvel,42500.0,169575.0,169.57K
315110254,2011,Wolverine,3.99,Marvel,42300.0,168777.0,168.78K
315110255,2011,Daredevil,2.99,Marvel,42300.0,126477.00000000001,126.48K
315110256,2011,Ultimate Fallout,3.99,Marvel,42200.0,168378.0,168.38K
315110257,2011,Invincible Iron Man,3.99,Marvel,42000.0,167580.0,167.58K
315110258,2011,Invincible Iron Man,3.99,Marvel,41900.0,167181.0,167.18K
315110259,2011,Invincible Iron Man,3.99,Marvel,41900.0,167181.0,167.18K
315110260,2011,X-Men Legacy,2.99,Marvel,41700.0,124683.00000000001,124.68K
