Comic_ID,Publish Date,Comic-book Title,Price,Publisher,Est. units,Unformatted Total,Total
3151300,2013,Guardians of Galaxy,3.99,Marvel,221200.0,882588.0,882.59K
3151301,2013,Superior Spider-Man,3.99,Marvel,216700.0,864633.0,864.63K
3151302,2013,Infinity,4.99,Marvel,210800.0,1051892.0,1.05M
3151303,2013,X-Men,3.99,Marvel,186300.0,743337.0,743.34K
3151304,2013,Age of Ultron,3.99,Marvel,184000.0,734160.0,734.16K
3151305,2013,Uncanny X-Men,3.99,Marvel,182700.0,728973.0,728.97K
3151306,2013,Origin II,4.99,Marvel,131700.0,657183.0,657.18K
3151307,2013,Infinity,3.99,Marvel,128400.0,512316.0,512.32K
3151308,2013,Avengers,4.99,Marvel,127500.0,636225.0,636.23K
3151309,2013,Infinity,3.99,Marvel,127000.0,506730.0,506.73K
31513010,2013,Thanos Rising,3.99,Marvel,122400.0,488376.0,488.38K
31513011,2013,New Avengers,3.99,Marvel,121900.0,486381.0,486.38K
31513012,2013,Wolverine,3.99,Marvel,121800.0,485982.0,485.98K
31513013,2013,Superior Spider-Man,3.99,Marvel,121600.0,485184.0,485.18K
31513014,2013,Age of Ultron,3.99,Marvel,116800.0,466032.0,466.03K
31513015,2013,Age of Ultron,3.99,Marvel,116800.0,466032.0,466.03K
31513016,2013,X-Men Battle of Atom,3.99,Marvel,114800.0,458052.0,458.05K
31513017,2013,Infinity,3.99,Marvel,114000.0,454860.0,454.86K
31513018,2013,Amazing X-Men,3.99,Marvel,113200.0,451668.0,451.67K
31513019,2013,Guardians of Galaxy,3.99,Marvel,113200.0,451668.0,451.67K
31513020,2013,Age of Ultron,3.99,Marvel,109900.0,438501.0,438.50K
31513021,2013,Superior Spider-Man,3.99,Marvel,109400.0,436506.0,436.51K
31513022,2013,Savage Wolverine,3.99,Marvel,108200.0,431718.0,431.72K
31513023,2013,Infinity,3.99,Marvel,108000.0,430920.0,430.92K
31513024,2013,Age of Ultron,3.99,Marvel,104200.0,415758.0,415.76K
31513025,2013,Mighty Avengers,3.99,Marvel,102500.0,408975.0,408.98K
31513026,2013,Age of Ultron,3.99,Marvel,101400.0,404586.0,404.59K
31513027,2013,Infinity,5.99,Marvel,101400.0,607386.0,607.39K
31513028,2013,Superior Spider-Man,3.99,Marvel,101300.0,404187.0,404.19K
31513029,2013,Age of Ultron,3.99,Marvel,99400.0,396606.0,396.61K
31513030,2013,Uncanny X-Men,3.99,Marvel,97500.0,389025.0,389.02K
31513031,2013,Uncanny Avengers,3.99,Marvel,97500.0,389025.0,389.02K
31513032,2013,Age of Ultron,3.99,Marvel,97400.0,388626.0,388.63K
31513033,2013,Superior Spider-Man,3.99,Marvel,97100.0,387429.0,387.43K
31513034,2013,Age of Ultron,3.99,Marvel,96700.0,385833.0,385.83K
31513035,2013,Age of Ultron,3.99,Marvel,95800.0,382242.0,382.24K
31513036,2013,Avengers,3.99,Marvel,95600.0,381444.0,381.44K
31513037,2013,Superior Spider-Man,3.99,Marvel,94400.0,376656.0,376.66K
31513038,2013,All New X-Men,3.99,Marvel,93500.0,373065.0,373.06K
31513039,2013,Guardians of Galaxy,3.99,Marvel,93500.0,373065.0,373.06K
31513040,2013,Avengers,3.99,Marvel,92900.0,370671.0,370.67K
31513041,2013,Guardians of Galaxy,3.99,Marvel,90600.0,361494.0,361.49K
31513042,2013,Superior Spider-Man,3.99,Marvel,90600.0,361494.0,361.49K
31513043,2013,All New X-Men,3.99,Marvel,90300.0,360297.0,360.30K
31513044,2013,Uncanny X-Force,3.99,Marvel,90200.0,359898.0,359.90K
31513045,2013,Uncanny Avengers,3.99,Marvel,89800.0,358302.0,358.30K
