Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
926,927,Star Wars Han Solo Imperial Cadet,1,$3.99,11/07/18,Marvel,"27,463"
13,7,Uncanny X-Men,1,$7.99,11/14/18,Marvel,"187,108"
89,87,Amazing Spider-Man,9,$3.99,11/14/18,Marvel,"86,737"
99,48,Avengers,10,$5.99,11/14/18,Marvel,"84,132"
106,127,Fantastic Four,3,$3.99,11/14/18,Marvel,"81,614"
130,115,Venom,8,$3.99,11/14/18,Marvel,"75,642"
313,332,Cosmic Ghost Rider,5,$3.99,11/14/18,Marvel,"49,772"
407,402,Thor,7,$3.99,11/14/18,Marvel,"44,602"
408,401,Star Wars Darth Vader,23,$3.99,11/14/18,Marvel,"44,494"
449,434,Captain America,5,$3.99,11/14/18,Marvel,"42,503"
674,684,Black Order,1,$3.99,11/14/18,Marvel,"32,722"
41,61,Spider-Geddon,1,$3.99,11/21/18,Marvel,"108,619"
47,29,Web of Venom Carnage Born,1,$4.99,11/21/18,Marvel,"104,498"
182,208,Uncanny X-Men,2,$3.99,11/21/18,Marvel,"63,153"
312,330,Spider-Geddon,4,$3.99,11/21/18,Marvel,"49,950"
361,370,Cosmic Ghost Rider,4,$3.99,11/21/18,Marvel,"46,358"
462,442,Star Wars,57,$3.99,11/21/18,Marvel,"41,730"
469,450,Immortal Hulk,9,$3.99,11/21/18,Marvel,"41,208"
545,540,Shuri,1,$3.99,11/21/18,Marvel,"37,206"
567,559,Marvel Knights 20Th,2,$3.99,11/21/18,Marvel,"36,514"
570,455,Spider-Man Enter The Spider-Verse,1,$4.99,11/21/18,Marvel,"36,409"
576,567,Tony Stark Iron Man,6,$3.99,11/21/18,Marvel,"36,258"
720,732,Astonishing X-Men,17,$3.99,11/21/18,Marvel,"31,664"
728,739,Infinity Wars Ghost Panther,1,$3.99,11/21/18,Marvel,"31,468"
890,887,Doctor Strange,8,$3.99,11/21/18,Marvel,"28,220"
892,882,Punisher,4,$3.99,11/21/18,Marvel,"28,202"
49,53,Amazing Spider-Man,10,$3.99,11/28/18,Marvel,"104,185"
155,177,Fantastic Four,4,$3.99,11/28/18,Marvel,"68,662"
190,218,Return of Wolverine,3,$3.99,11/28/18,Marvel,"61,487"
209,238,Uncanny X-Men,3,$3.99,11/28/18,Marvel,"58,424"
317,217,Dead Man Logan,1,$4.99,11/28/18,Marvel,"49,577"
454,437,Star Wars Darth Vader,24,$3.99,11/28/18,Marvel,"42,110"
459,448,Marvel Action Spider-Man,1,$3.99,11/28/18,IDW,"41,877"
465,309,Daredevil,612,$4.99,11/28/18,Marvel,"41,463"
480,326,Ironheart,1,$4.99,11/28/18,Marvel,"40,317"
669,679,Spider-Gwen Ghost Spider,2,$3.99,11/28/18,Marvel,"32,905"
980,975,Black Panther,6,$3.99,11/28/18,Marvel,"26,469"
991,977,Black Panther Vs. Deadpool,2,$3.99,11/28/18,Marvel,"26,298"
179,184,Venom,9,$3.99,12/05/18,Marvel,"64,271"
202,230,Uncanny X-Men,4,$3.99,12/05/18,Marvel,"59,337"
336,317,Star Wars,58,$3.99,12/05/18,Marvel,"47,934"
430,419,Immortal Hulk,10,$3.99,12/05/18,Marvel,"43,318"
450,290,X-Men Exterminated,1,$4.99,12/05/18,Marvel,"42,247"
477,457,Martian Manhunter,1,$3.99,12/05/18,DC,"40,437"
493,477,Deadpool,7,$3.99,12/05/18,Marvel,"39,795"
526,523,Star Wars Age Republic Qui-Gon Jinn,1,$3.99,12/05/18,Marvel,"38,112"
572,388,Defenders Immortal Hulk,1,$4.99,12/05/18,Marvel,"36,365"
721,487,Defenders Namor,1,$4.99,12/05/18,Marvel,"31,635"
723,735,Marvel Knights 20Th,3,$3.99,12/05/18,Marvel,"31,570"
907,899,Doctor Strange,9,$3.99,12/05/18,Marvel,"27,908"
982,976,Winter Soldier,1,$3.99,12/05/18,Marvel,"26,462"
108,121,Amazing Spider-Man,11,$3.99,12/12/18,Marvel,"80,341"
171,118,Fantastic Four Wedding Special,1,$4.99,12/12/18,Marvel,"65,134"
205,216,Miles Morales Spider-Man,1,$3.99,12/12/18,Marvel,"58,861"
263,289,Avengers,11,$3.99,12/12/18,Marvel,"52,829"
267,295,Uncanny X-Men,5,$3.99,12/12/18,Marvel,"52,448"
357,364,Star Wars Age Republic Darth Maul,1,$3.99,12/12/18,Marvel,"46,588"
520,306,Defenders Silver Surfer,1,$4.99,12/12/18,Marvel,"38,368"
683,460,Defenders Doctor Strange,1,$4.99,12/12/18,Marvel,"32,540"
770,778,X-Men Red,11,$3.99,12/12/18,Marvel,"30,644"
817,836,Spider-Gwen Ghost Spider,3,$3.99,12/12/18,Marvel,"29,310"
916,914,Black Panther,7,$3.99,12/12/18,Marvel,"27,662"
956,952,X-23,7,$3.99,12/12/18,Marvel,"26,935"
975,971,Peter Parker Spectacular Spider-Man,313,$3.99,12/12/18,Marvel,"26,646"
128,141,Amazing Spider-Man,12,$3.99,12/19/18,Marvel,"76,282"
212,242,Uncanny X-Men,6,$3.99,12/19/18,Marvel,"58,376"
244,117,Infinity Wars,6,$5.99,12/19/18,Marvel,"54,319"
333,222,Spider-Geddon,5,$4.99,12/19/18,Marvel,"48,343"
350,235,Star Wars Darth Vader,25,$4.99,12/19/18,Marvel,"46,848"
355,363,Thor,8,$3.99,12/19/18,Marvel,"46,660"
405,405,Captain America,6,$3.99,12/19/18,Marvel,"44,626"
455,285,Extermination,5,$4.99,12/19/18,Marvel,"42,059"
610,604,Dead Man Logan,2,$3.99,12/19/18,Marvel,"35,172"
626,424,Defenders Best Defense,1,$4.99,12/19/18,Marvel,"34,555"
724,492,Infinity Wars Fallen Guardian,1,$4.99,12/19/18,Marvel,"31,568"
786,795,Punisher,5,$3.99,12/19/18,Marvel,"30,167"
792,810,Marvel Knights 20Th,4,$3.99,12/19/18,Marvel,"29,967"
888,895,Life of Captain Marvel,5,$3.99,12/19/18,Marvel,"28,249"
113,30,Fantastic Four,5,$7.99,12/26/18,Marvel,"79,111"
161,207,Superior Spider-Man,1,$3.99,12/26/18,Marvel,"67,350"
219,163,X-Force,1,$4.99,12/26/18,Marvel,"57,801"
301,282,Uncanny X-Men,7,$3.99,12/26/18,Marvel,"50,735"
