Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
105,53,Demon Days Cursed Web,1,$4.99,09/01/21,Marvel,"72,705"
107,119,Amazing Spider-Man,73,$3.99,09/08/21,Marvel,"72,371"
108,132,Star Wars High Republic,8,$3.99,08/11/21,Marvel,"72,304"
109,168,Alien,4,$3.99,06/16/21,Marvel,"72,169"
110,133,Amazing Spider-Man,59,$3.99,02/10/21,Marvel,"72,024"
111,129,X-Men,17,$3.99,01/27/21,Marvel,"71,928"
112,147,King In Black Planet of Symbiotes,1,$3.99,01/13/21,Marvel,"71,534"
113,137,Defenders,1,$3.99,08/11/21,Marvel,"71,454"
114,138,Alien,2,$3.99,04/21/21,Marvel,"71,412"
116,111,Web of Spider-Man,1,$3.99,06/09/21,Marvel,"70,569"
117,131,Star Wars,13,$3.99,05/12/21,Marvel,"70,150"
119,95,Amazing Spider-Man,63,$4.99,04/07/21,Marvel,"69,896"
120,143,Thor,13,$3.99,03/17/21,Marvel,"69,888"
122,142,Star Wars,14,$3.99,06/16/21,Marvel,"69,138"
123,140,Amazing Spider-Man,68,$3.99,06/09/21,Marvel,"68,276"
125,148,X-Factor,10,$3.99,06/30/21,Marvel,"67,675"
127,92,Carnage Black White and Blood,2,$4.99,04/21/21,Marvel,"67,464"
128,154,Wolverine,9,$3.99,01/27/21,Marvel,"67,445"
132,161,Thor,14,$3.99,04/14/21,Marvel,"66,356"
133,160,X-Men,20,$3.99,05/26/21,Marvel,"66,258"
134,164,Amazing Spider-Man,58,$3.99,01/27/21,Marvel,"65,978"
135,125,King In Black Gwenom Vs. Carnage,2,$3.99,02/03/21,Marvel,"65,806"
137,107,Sinister War,2,$4.99,08/04/21,Marvel,"65,592"
139,100,Marauders,21,$4.99,06/02/21,Marvel,"65,098"
140,96,Star Wars High Republic,9,$3.99,09/01/21,Marvel,"64,355"
141,167,Thor,15,$3.99,07/14/21,Marvel,"64,255"
142,185,Avengers,42,$3.99,02/03/21,Marvel,"64,194"
143,187,Avengers,44,$3.99,04/07/21,Marvel,"64,135"
144,108,King In Black Spider-Man,1,$4.99,03/17/21,Marvel,"63,990"
145,35,Marvels Voices Pride,1,$9.99,06/23/21,Marvel,"63,843"
146,109,Extreme Carnage Omega,1,$4.99,09/29/21,Marvel,"63,337"
148,213,Immortal Hulk,43,$3.99,02/03/21,Marvel,"63,273"
149,173,Extreme Carnage Lasher,1,$3.99,08/04/21,Marvel,"62,759"
150,198,Amazing Spider-Man,57,$3.99,01/13/21,Marvel,"62,498"
151,158,Star Wars War Bounty Hunters Boushh,1,$4.99,09/15/21,Marvel,"62,280"
152,181,Wolverine,14,$3.99,07/28/21,Marvel,"62,040"
153,121,Fantastic Four,32,$4.99,05/12/21,Marvel,"61,317"
156,211,Amazing Spider-Man,64,$3.99,04/21/21,Marvel,"60,712"
157,114,United States Captain America,1,$4.99,06/30/21,Marvel,"60,571"
158,130,Amazing Spider-Man,67,$4.99,06/02/21,Marvel,"60,568"
159,191,Wolverine,15,$3.99,08/25/21,Marvel,"60,519"
160,197,Wolverine,10,$3.99,02/24/21,Marvel,"60,429"
161,215,Daredevil,26,$3.99,01/27/21,Marvel,"60,425"
162,134,Heroes Reborn,3,$4.99,05/19/21,Marvel,"60,123"
163,214,Amazing Spider-Man,69,$3.99,06/23/21,Marvel,"60,098"
164,192,X-Men Trial of Magneto,2,$3.99,09/15/21,Marvel,"60,017"
166,218,Immortal Hulk,44,$3.99,03/10/21,Marvel,"59,778"
169,118,The Marvels,1,$4.99,04/28/21,Marvel,"59,319"
172,199,Alien,3,$3.99,05/26/21,Marvel,"59,156"
174,228,Star Wars Darth Vader,14,$3.99,07/21/21,Marvel,"58,570"
175,252,Extreme Carnage Toxin,1,$3.99,09/08/21,Marvel,"58,364"
176,72,Venom,1,$5.99,11/10/21,Marvel PRH,"58,284"
178,209,Star Wars Darth Vader,15,$3.99,08/25/21,Marvel,"58,032"
179,232,Immortal Hulk,49,$3.99,08/04/21,Marvel,"57,897"
181,145,Heroes Reborn,2,$4.99,05/12/21,Marvel,"57,734"
182,231,Star Wars Darth Vader,12,$3.99,05/26/21,Marvel,"57,678"
183,230,Immortal Hulk,45,$3.99,04/07/21,Marvel,"57,650"
184,127,X-Corp,1,$4.99,05/12/21,Marvel,"57,472"
185,236,Star Wars Darth Vader,13,$3.99,06/23/21,Marvel,"57,337"
188,155,Sinister War,4,$4.99,09/01/21,Marvel,"57,196"
189,116,Deadpool Black White Blood,1,$4.99,08/04/21,Marvel,"57,045"
190,221,Amazing Spider-Man,65,$3.99,05/05/21,Marvel,"56,911"
191,149,Heroes Reborn,4,$4.99,05/26/21,Marvel,"56,812"
192,163,King In Black Gwenom Vs. Carnage,3,$3.99,03/03/21,Marvel,"56,781"
194,90,Women of Marvel,1,$5.99,04/21/21,Marvel,"56,582"
195,241,Thor,17,$3.99,09/29/21,Marvel,"56,570"
197,243,Immortal Hulk,48,$3.99,07/07/21,Marvel,"56,404"
198,210,Wolverine,16,$3.99,09/29/21,Marvel,"56,357"
200,249,Star Wars,15,$3.99,07/28/21,Marvel,"55,877"
201,156,Sinister War,3,$4.99,08/18/21,Marvel,"55,857"
202,321,Alien,7,$3.99,09/22/21,Marvel,"55,593"
204,223,Extreme Carnage Agony,1,$3.99,09/15/21,Marvel,"55,419"
206,306,Eternals Thanos Rises,1,$3.99,09/15/21,Marvel,"55,219"
207,280,Immortal Hulk,46,$3.99,05/05/21,Marvel,"55,159"
208,222,Non-Stop Spider-Man,2,$3.99,04/14/21,Marvel,"55,153"
209,251,Immortal Hulk,42,$3.99,01/13/21,Marvel,"55,021"
212,237,Wolverine,11,$3.99,04/14/21,Marvel,"54,474"
214,255,Amazing Spider-Man,60,$3.99,02/24/21,Marvel,"54,372"
215,193,Miles Morales Spider-Man,23,$3.99,02/17/21,Marvel,"54,369"
217,258,Star Wars,17,$3.99,09/29/21,Marvel,"54,078"
219,166,Silk,4,$3.99,06/23/21,Marvel,"53,902"
220,263,Amazing Spider-Man,66,$3.99,05/19/21,Marvel,"53,843"
221,264,Immortal Hulk,47,$3.99,06/02/21,Marvel,"53,796"
222,235,X-Force,20,$3.99,06/02/21,Marvel,"53,725"
223,169,Avengers Curse Man-Thing,1,$4.99,03/31/21,Marvel,"53,699"
224,267,Extreme Carnage Phage,1,$3.99,07/21/21,Marvel,"53,373"
225,268,Extreme Carnage Scream,1,$3.99,07/14/21,Marvel,"53,310"
226,256,Star Wars,12,$3.99,03/10/21,Marvel,"53,254"
227,176,Heroes Reborn,6,$4.99,06/09/21,Marvel,"53,096"
228,275,Star Wars,16,$3.99,08/18/21,Marvel,"52,972"
230,172,Heroes Reborn,5,$4.99,06/02/21,Marvel,"52,784"
231,277,Avengers,41,$3.99,01/20/21,Marvel,"52,683"
232,115,Heroes Return,1,$5.99,06/23/21,Marvel,"52,614"
234,171,Carnage Black White and Blood,3,$4.99,05/05/21,Marvel,"52,520"
235,254,Star Wars Darth Vader,11,$3.99,04/28/21,Marvel,"52,473"
237,86,Amazing Spider-Man,75,$5.99,10/06/21,Marvel PRH,"52,421"
238,318,Black Knight Curse Ebony Blade,1,$3.99,03/17/21,Marvel,"52,374"
239,248,Miles Morales Spider-Man,28,$3.99,07/21/21,Marvel,"52,288"
241,157,Marvels Voices Legacy,1,$4.99,02/24/21,Marvel,"51,825"
243,186,Heroes Reborn,7,$4.99,06/16/21,Marvel,"51,656"
244,227,Maestro War and Pax,1,$4.99,01/20/21,Marvel,"51,618"
245,285,Extreme Carnage Riot,1,$3.99,08/25/21,Marvel,"51,413"
246,290,Star Wars Darth Vader,16,$3.99,09/15/21,Marvel,"51,051"
247,246,Daredevil,29,$3.99,04/14/21,Marvel,"50,922"
248,52,Fantastic Four,35,$9.99,09/15/21,Marvel,"50,888"
249,188,Miles Morales Spider-Man,26,$3.99,05/26/21,Marvel,"50,880"
250,291,Alien,5,$3.99,07/21/21,Marvel,"50,828"
251,262,New Mutants,19,$3.99,06/16/21,Marvel,"50,813"
252,190,Amazing Spider-Man Annual,2,$4.99,07/07/21,Marvel,"50,430"
253,269,Way of X,3,$3.99,06/23/21,Marvel,"50,424"
254,301,Black Cat,2,$3.99,01/20/21,Marvel,"50,394"
255,93,Deadpool Nerdy 30,1,$5.99,03/10/21,Marvel,"50,364"
257,298,Shang-Chi,1,$3.99,05/19/21,Marvel,"50,184"
258,299,Star Wars Bounty Hunters,14,$3.99,07/07/21,Marvel,"50,129"
259,297,Star Wars Bounty Hunters,13,$3.99,06/09/21,Marvel,"50,126"
260,182,Guardians of the Galaxy,13,$4.99,04/14/21,Marvel,"50,094"
262,283,Star Wars Darth Vader,9,$3.99,01/13/21,Marvel,"49,940"
264,271,Excalibur,21,$3.99,06/09/21,Marvel,"49,632"
265,203,Amazing Fantasy,1,$4.99,07/28/21,Marvel,"49,542"
266,279,King In Black Scream,1,$4.99,03/24/21,Marvel,"49,389"
267,144,Hulk,1,$4.99,11/24/21,Marvel PRH,"49,248"
269,276,Miles Morales Spider-Man,27,$3.99,06/16/21,Marvel,"48,704"
270,282,Star Wars Doctor Aphra,11,$3.99,06/30/21,Marvel,"48,657"
272,212,Star Wars War Bounty Hunters 4-Lom Zuckuss,1,$4.99,08/04/21,Marvel,"48,545"
274,206,Spirits of Vengeance Spirit Rider,1,$4.99,08/04/21,Marvel,"48,341"
275,146,Giant-Size Amazing Spider-Man Chameleon Conspiracy,1,$5.99,06/30/21,Marvel,"48,052"
276,295,Wolverine,12,$3.99,05/19/21,Marvel,"47,750"
277,194,Aliens Aftermath,1,$4.99,07/14/21,Marvel,"47,737"
278,324,Star Wars,11,$3.99,02/03/21,Marvel,"47,685"
279,289,X-Corp,2,$3.99,06/16/21,Marvel,"47,627"
282,195,Darkhawk,1,$4.99,08/25/21,Marvel,"47,474"
283,316,Fantastic Four,33,$3.99,06/16/21,Marvel,"47,281"
284,219,Thor Annual,1,$4.99,07/21/21,Marvel,"47,230"
285,328,Star Wars Darth Vader,10,$3.99,02/10/21,Marvel,"47,194"
286,287,Iron Man Annual,1,$4.99,06/02/21,Marvel,"47,116"
287,300,Hellions,12,$3.99,06/02/21,Marvel,"47,021"
289,334,Daredevil,31,$3.99,06/30/21,Marvel,"46,671"
290,308,Strange Academy,9,$3.99,03/10/21,Marvel,"46,668"
292,336,Alien,6,$3.99,08/25/21,Marvel,"46,254"
293,366,Iron Fist Heart of Dragon,1,$3.99,01/20/21,Marvel,"46,078"
294,339,Star Wars Bounty Hunters,12,$3.99,05/19/21,Marvel,"46,024"
295,340,Avengers,47,$3.99,08/04/21,Marvel,"46,008"
296,315,Strange Academy,7,$3.99,01/27/21,Marvel,"45,998"
298,162,Giant-Size Amazing Spider-Man Kings Ransom,1,$5.99,05/12/21,Marvel,"45,817"
300,240,Immortal Hulk Time of Monsters,1,$4.99,05/19/21,Marvel,"45,410"
301,217,Heroes Reborn Night-Gwen,1,$4.99,06/09/21,Marvel,"45,259"
302,310,Miles Morales Spider-Man,29,$3.99,08/11/21,Marvel,"45,253"
303,354,Star Wars Bounty Hunters,15,$3.99,08/04/21,Marvel,"45,154"
304,355,X-Men Legends,2,$3.99,03/31/21,Marvel,"45,109"
305,362,Eternals,2,$3.99,02/10/21,Marvel,"44,915"
306,322,Sword,6,$3.99,06/23/21,Marvel,"44,877"
307,229,United States Captain America,4,$4.99,09/22/21,Marvel,"44,859"
308,225,Avengers,48,$3.99,09/01/21,Marvel,"44,852"
309,359,Gamma Flight,1,$3.99,06/23/21,Marvel,"44,841"
310,379,Daredevil,34,$3.99,09/08/21,Marvel,"44,677"
311,247,Carnage Black White and Blood,4,$4.99,07/14/21,Marvel,"44,585"
312,327,Strange Academy,8,$3.99,02/03/21,Marvel,"44,550"
313,367,Daredevil,27,$3.99,02/10/21,Marvel,"44,454"
314,273,Black Cat Annual,1,$4.99,06/30/21,Marvel,"44,311"
315,372,Avengers,45,$3.99,04/21/21,Marvel,"44,260"
318,374,Star Wars,10,$3.99,01/06/21,Marvel,"43,957"
319,376,Avengers,46,$3.99,07/07/21,Marvel,"43,659"
322,382,Daredevil,28,$3.99,03/10/21,Marvel,"43,373"
323,335,Star Wars Doctor Aphra,10,$3.99,05/26/21,Marvel,"43,151"
324,383,Daredevil,32,$3.99,07/28/21,Marvel,"43,128"
327,391,X-Force,16,$3.99,01/20/21,Marvel,"42,769"
332,399,X-Men Legends,3,$3.99,04/28/21,Marvel,"41,934"
333,351,Fantastic Four,36,$3.99,09/22/21,Marvel,"41,902"
334,165,Marvels Voices Identity,1,$5.99,08/25/21,Marvel,"41,901"
335,397,Spider-Man Spiders Shadow,2,$3.99,05/12/21,Marvel,"41,803"
336,402,Black Cat,4,$3.99,03/31/21,Marvel,"41,626"
339,338,Black Cat,9,$3.99,08/18/21,Marvel,"41,258"
340,403,Children of Atom,2,$3.99,04/14/21,Marvel,"41,207"
343,288,Wolverine Black White Blood,3,$4.99,02/10/21,Marvel,"40,949"
345,406,Daredevil,33,$3.99,08/11/21,Marvel,"40,863"
347,409,Star Wars Bounty Hunters,16,$3.99,09/22/21,Marvel,"40,581"
348,294,Amazing Fantasy,2,$4.99,08/25/21,Marvel,"40,580"
350,415,Star Wars Doctor Aphra,12,$3.99,07/14/21,Marvel,"40,503"
352,428,Guardians of the Galaxy,15,$3.99,06/23/21,Marvel,"40,178"
353,302,Symbiote Spider-Man Crossroads,1,$4.99,07/28/21,Marvel,"40,063"
354,421,X-Force,18,$3.99,03/17/21,Marvel,"40,037"
355,419,Way of X,2,$3.99,05/19/21,Marvel,"39,784"
356,420,X-Men Legends,4,$3.99,06/23/21,Marvel,"39,614"
357,58,Immortal Hulk,50,$9.99,10/13/21,Marvel PRH,"39,381"
358,309,King In Black Ghost Rider,1,$4.99,03/31/21,Marvel,"39,342"
359,364,Captain America Annual,1,$4.99,06/16/21,Marvel,"39,253"
360,311,Darkhold Alpha,1,$4.99,10/06/21,Marvel,"39,195"
363,433,Marauders,17,$3.99,01/13/21,Marvel,"39,026"
365,281,Spider-Man Life Story Annual,1,$4.99,08/25/21,Marvel,"38,950"
367,317,Wolverine Black White Blood,4,$4.99,03/10/21,Marvel,"38,888"
368,319,X-Men Onslaught Revelation,1,$4.99,09/22/21,Marvel,"38,859"
370,395,Non-Stop Spider-Man,3,$3.99,06/02/21,Marvel,"38,810"
372,325,Mighty Valkyries,1,$4.99,04/21/21,Marvel,"38,738"
373,435,Star Wars Doctor Aphra,13,$3.99,08/25/21,Marvel,"38,714"
374,356,Silk,5,$3.99,08/04/21,Marvel,"38,616"
377,320,Immortal Hulk Flatline,1,$4.99,02/17/21,Marvel,"38,445"
379,451,Ka-Zar Lord Savage Land,1,$3.99,09/08/21,Marvel,"38,310"
381,445,Iron Man,12,$3.99,09/15/21,Marvel,"38,039"
382,444,Fantastic Four,30,$3.99,04/14/21,Marvel,"38,035"
383,443,Spider-Man Spiders Shadow,3,$3.99,06/09/21,Marvel,"37,903"
384,408,Strange Academy,10,$3.99,05/05/21,Marvel,"37,858"
388,449,Beta Ray Bill,2,$3.99,04/28/21,Marvel,"37,604"
389,446,Iron Man,7,$3.99,03/17/21,Marvel,"37,570"
390,330,Avengers Annual,1,$4.99,08/25/21,Marvel,"37,459"
391,450,Fantastic Four,29,$3.99,02/10/21,Marvel,"37,436"
392,332,Fantastic Four Life Story,1,$4.99,05/19/21,Marvel,"37,317"
393,459,Nita Hawes Nightmare Blog,1,$3.99,10/20/21,Image,"37,259"
394,456,Iron Man,5,$3.99,01/06/21,Marvel,"37,135"
396,429,Marauders,22,$3.99,07/21/21,Marvel,"37,032"
397,422,Strange Academy,11,$3.99,06/09/21,Marvel,"37,023"
399,460,Symbiote Spider-Man King In Black,3,$3.99,01/06/21,Marvel,"36,887"
400,470,Fantastic Four,34,$3.99,07/28/21,Marvel,"36,706"
401,473,Hellions,14,$3.99,08/04/21,Marvel,"36,632"
402,469,Guardians of the Galaxy,16,$3.99,07/21/21,Marvel,"36,546"
403,517,Captain America,27,$3.99,02/17/21,Marvel,"36,505"
404,347,King In Black Black Knight,1,$4.99,02/03/21,Marvel,"36,484"
405,344,United States Captain America,2,$4.99,07/28/21,Marvel,"36,443"
405,478,Way of X,5,$3.99,08/18/21,Marvel,"36,336"
407,472,Black Cat,8,$3.99,07/28/21,Marvel,"36,312"
409,480,Shang-Chi,2,$3.99,06/30/21,Marvel,"36,182"
410,490,Defenders,2,$3.99,09/08/21,Marvel,"36,120"
411,357,King In Black Captain America,1,$4.99,03/03/21,Marvel,"36,119"
413,482,Black Widow,6,$3.99,04/28/21,Marvel,"35,967"
414,479,Star Wars Doctor Aphra,14,$3.99,09/08/21,Marvel,"35,945"
415,483,Fantastic Four,28,$3.99,01/27/21,Marvel,"35,937"
416,486,Eternals,3,$3.99,03/10/21,Marvel,"35,874"
417,498,X-Force,23,$3.99,09/08/21,Marvel,"35,701"
418,437,Non-Stop Spider-Man,4,$3.99,08/25/21,Marvel,"35,651"
420,266,Star Wars Bounty Hunters Alpha Director Cut,1,$5.99,05/05/21,Marvel,"35,637"
421,487,Daredevil,30,$3.99,05/19/21,Marvel,"35,502"
422,278,Black Panther,1,$4.99,11/24/21,Marvel PRH,"35,459"
425,373,Miles Morales Spider-Man Annual,1,$4.99,08/18/21,Marvel,"35,253"
427,489,King In Black Planet of Symbiotes,2,$3.99,02/17/21,Marvel,"35,186"
428,377,Conan The Barbarian,25,$4.99,09/08/21,Marvel,"35,106"
429,491,Spider-Man Spiders Shadow,4,$3.99,07/14/21,Marvel,"35,010"
430,492,X-Force,21,$3.99,07/07/21,Marvel,"34,975"
431,465,Taskmaster,3,$3.99,02/10/21,Marvel,"34,837"
432,380,Captain Marvel,30,$4.99,07/21/21,Marvel,"34,763"
434,499,X-Force,17,$3.99,02/10/21,Marvel,"34,740"
435,448,Hellions,13,$3.99,07/07/21,Marvel,"34,739"
437,454,Strange Academy,12,$3.99,08/25/21,Marvel,"34,325"
438,452,Silk,3,$3.99,05/12/21,Marvel,"34,289"
439,502,Star Wars Doctor Aphra,7,$3.99,01/20/21,Marvel,"34,252"
440,504,X-Force,22,$3.99,08/11/21,Marvel,"34,167"
441,503,Shang-Chi,3,$3.99,07/28/21,Marvel,"34,163"
442,506,Kang The Conqueror,2,$3.99,09/15/21,Marvel,"34,149"
443,505,Star Wars Bounty Hunters,11,$3.99,04/14/21,Marvel,"33,993"
444,471,Excalibur,22,$3.99,07/14/21,Marvel,"33,790"
445,515,Savage Avengers,18,$3.99,02/17/21,Marvel,"33,774"
446,516,X-Men Legends,5,$3.99,07/21/21,Marvel,"33,733"
448,398,United States Captain America,3,$4.99,08/25/21,Marvel,"33,342"
450,528,America Chavez Made In Usa,1,$3.99,03/03/21,Marvel,"33,308"
452,532,Sword,2,$3.99,01/13/21,Marvel,"33,227"
454,536,X-Force,19,$3.99,04/21/21,Marvel,"33,180"
455,346,Marvel,6,$4.99,03/17/21,Marvel,"33,172"
456,531,Way of X,4,$3.99,07/14/21,Marvel,"33,163"
457,533,Guardians of the Galaxy,10,$3.99,01/06/21,Marvel,"33,040"
458,540,Eternals,4,$3.99,04/21/21,Marvel,"33,002"
460,466,The Marvels,2,$3.99,05/26/21,Marvel,"32,993"
462,537,Miles Morales Spider-Man,22,$3.99,01/06/21,Marvel,"32,951"
464,401,Deadpool Black White Blood,2,$4.99,09/08/21,Marvel,"32,867"
465,541,Spider-Woman,10,$3.99,03/17/21,Marvel,"32,838"
466,543,Fantastic Four,31,$3.99,04/28/21,Marvel,"32,825"
467,538,Star Wars Bounty Hunters,10,$3.99,03/17/21,Marvel,"32,823"
468,546,King In Black Return of Valkyries,3,$3.99,02/24/21,Marvel,"32,767"
471,447,X-Factor,9,$3.99,05/12/21,Marvel,"32,464"
472,410,King In Black Wiccan Hulkling,1,$4.99,03/03/21,Marvel,"32,410"
474,349,Hellions,15,$3.99,09/01/21,Marvel,"32,342"
476,416,Cable Reloaded,1,$4.99,08/25/21,Marvel,"32,281"
477,550,Symbiote Spider-Man King In Black,4,$3.99,02/24/21,Marvel,"32,249"
478,624,Captain Marvel,25,$3.99,01/27/21,Marvel,"32,194"
479,554,Iron Man,6,$3.99,02/17/21,Marvel,"32,178"
483,552,Savage Avengers,19,$3.99,03/24/21,Marvel,"31,996"
484,553,Symbiote Spider-Man King In Black,5,$3.99,03/31/21,Marvel,"31,984"
485,518,Black Widow,11,$3.99,09/15/21,Marvel,"31,963"
486,555,X-Men Legends,6,$3.99,08/11/21,Marvel,"31,945"
487,556,Miles Morales Spider-Man,24,$3.99,03/24/21,Marvel,"31,884"
493,561,Marauders,19,$3.99,04/07/21,Marvel,"31,740"
495,496,X-Corp,3,$3.99,07/14/21,Marvel,"31,679"
496,423,King In Black Marauders,1,$4.99,02/03/21,Marvel,"31,675"
497,559,King In Black Thunderbolts,1,$3.99,01/13/21,Marvel,"31,627"
500,567,Children of Atom,3,$3.99,05/12/21,Marvel,"31,474"
501,565,Gamma Flight,2,$3.99,07/21/21,Marvel,"31,451"
502,494,Hellions,10,$3.99,03/03/21,Marvel,"31,428"
503,463,Trials of Ultraman,1,$4.99,03/17/21,Marvel,"31,421"
504,512,Hellions,8,$3.99,01/06/21,Marvel,"31,383"
505,430,Amazing Fantasy,3,$4.99,09/29/21,Marvel,"31,375"
506,571,New Mutants,15,$3.99,01/27/21,Marvel,"31,369"
507,570,Spider-Man Spiders Shadow,5,$3.99,08/11/21,Marvel,"31,284"
509,329,Star Wars Empire 40th Anniv,1,$5.99,04/28/21,Marvel,"31,154"
510,572,New Mutants,20,$3.99,07/21/21,Marvel,"31,145"
511,584,Excalibur,18,$3.99,02/10/21,Marvel,"31,127"
513,400,New Mutants,21,$3.99,09/01/21,Marvel,"31,103"
514,676,Shang-Chi,4,$3.99,09/08/21,Marvel,"31,091"
515,579,Marauders,18,$3.99,02/17/21,Marvel,"31,081"
517,578,Beta Ray Bill,3,$3.99,05/26/21,Marvel,"30,929"
518,576,Black Panther,24,$3.99,03/24/21,Marvel,"30,908"
519,585,Marauders,23,$3.99,08/18/21,Marvel,"30,898"
521,477,Venom,2,$3.99,12/01/21,Marvel PRH,"30,815"
523,586,Eternals,5,$3.99,06/30/21,Marvel,"30,677"
524,591,Excalibur,17,$3.99,01/27/21,Marvel,"30,638"
525,438,Captain Marvel,32,$3.99,09/01/21,Marvel,"30,588"
526,601,New Mutants,17,$3.99,04/28/21,Marvel,"30,515"
