Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
527,529,Hellions,9,$3.99,02/03/21,Marvel,"30,485"
528,440,Heroes Reborn Magneto and Mutant Force,1,$4.99,05/26/21,Marvel,"30,413"
529,589,Beta Ray Bill,4,$3.99,06/30/21,Marvel,"30,405"
531,599,New Mutants,16,$3.99,02/24/21,Marvel,"30,373"
532,596,Captain Marvel,28,$3.99,04/21/21,Marvel,"30,369"
533,590,Star Wars Bounty Hunters,9,$3.99,01/27/21,Marvel,"30,308"
535,592,Captain America,29,$3.99,05/19/21,Marvel,"30,221"
537,597,Spider-Woman,8,$3.99,01/06/21,Marvel,"30,139"
538,605,Children of Atom,4,$3.99,06/09/21,Marvel,"30,095"
539,604,Guardians of the Galaxy,18,$3.99,09/22/21,Marvel,"29,995"
541,606,Marauders,24,$3.99,09/15/21,Marvel,"29,936"
542,610,Guardians of the Galaxy,17,$3.99,08/18/21,Marvel,"29,896"
545,611,Captain America,28,$3.99,03/31/21,Marvel,"29,754"
546,612,Black Widow,10,$3.99,08/25/21,Marvel,"29,726"
547,615,Beta Ray Bill,5,$3.99,07/28/21,Marvel,"29,662"
548,457,Heroes Reborn Young Squadron,1,$4.99,05/26/21,Marvel,"29,649"
550,619,Marauders,20,$3.99,05/05/21,Marvel,"29,558"
551,548,Hellions,11,$3.99,05/05/21,Marvel,"29,492"
552,626,Eternals,6,$3.99,07/28/21,Marvel,"29,488"
553,620,Savage Avengers,17,$3.99,01/27/21,Marvel,"29,413"
557,637,Captain Marvel,27,$3.99,03/17/21,Marvel,"29,054"
559,641,Iron Man,9,$3.99,06/09/21,Marvel,"28,891"
560,475,X-Men Curse Man-Thing,1,$4.99,05/05/21,Marvel,"28,886"
562,636,New Mutants,18,$3.99,05/26/21,Marvel,"28,848"
563,632,Black Cat,7,$3.99,06/02/21,Marvel,"28,846"
565,638,Iron Man,8,$3.99,04/14/21,Marvel,"28,814"
567,634,Captain Marvel,31,$3.99,08/11/21,Marvel,"28,794"
567,639,Sword,4,$3.99,03/17/21,Marvel,"28,751"
569,642,Savage Avengers,20,$3.99,04/28/21,Marvel,"28,750"
570,647,Maestro War and Pax,2,$3.99,02/24/21,Marvel,"28,731"
571,511,Amazing Spider-Man,76,$3.99,10/13/21,Marvel PRH,"28,727"
572,654,Captain Marvel,26,$3.99,02/24/21,Marvel,"28,704"
574,481,King In Black Black Panther,1,$4.99,02/10/21,Marvel,"28,674"
576,296,Devil's Reign,1,$5.99,12/08/21,Marvel PRH,"28,653"
579,644,Werewolf By Night,32 Facs. Ed.,$3.99,07/07/21,Marvel,"28,457"
581,651,Star Wars Doctor Aphra,9,$3.99,04/21/21,Marvel,"28,296"
582,652,Captain America,30,$3.99,07/07/21,Marvel,"28,242"
587,655,Excalibur,23,$3.99,09/08/21,Marvel,"28,064"
588,668,Excalibur,19,$3.99,03/24/21,Marvel,"27,940"
590,558,The Marvels,3,$3.99,06/30/21,Marvel,"27,894"
591,660,King In Black Return of Valkyries,2,$3.99,02/03/21,Marvel,"27,865"
594,666,X-Men Legends,7,$3.99,09/22/21,Marvel,"27,696"
595,497,Heroes Reborn Weapon X and Final Flight,1,$4.99,06/16/21,Marvel,"27,631"
598,672,Sword,3,$3.99,02/10/21,Marvel,"27,601"
599,679,X-Factor,6,$3.99,01/06/21,Marvel,"27,451"
599,681,Children of Atom,5,$3.99,07/07/21,Marvel,"27,377"
602,689,Cable,7,$3.99,01/20/21,Marvel,"27,307"
603,682,Black Widow,5,$3.99,02/17/21,Marvel,"27,305"
604,510,Guardians of the Galaxy Annual,1,$4.99,08/04/21,Marvel,"27,278"
605,507,Heroes Reborn Peter Parker Amazing Shutterbug,1,$4.99,05/12/21,Marvel,"27,197"
607,687,Guardians of the Galaxy,11,$3.99,02/17/21,Marvel,"27,181"
608,692,King In Black Return of Valkyries,4,$3.99,03/31/21,Marvel,"27,161"
609,685,Iron Man,10,$3.99,07/14/21,Marvel,"27,066"
610,508,Spider-Man Curse of Man-Thing,1,$4.99,04/28/21,Marvel,"27,058"
611,690,Excalibur,20,$3.99,04/07/21,Marvel,"27,030"
612,699,Sword,7,$3.99,07/28/21,Marvel,"26,969"
613,691,Non-Stop Spider-Man,5,$3.99,09/29/21,Marvel,"26,943"
615,522,Chris Claremont Anniversary Special,1,$4.99,01/13/21,Marvel,"26,931"
616,695,Guardians of the Galaxy,12,$3.99,03/24/21,Marvel,"26,918"
617,696,Guardians of the Galaxy,14,$3.99,05/12/21,Marvel,"26,905"
620,694,Avengers Tech-On,1,$3.99,08/11/21,Marvel,"26,818"
621,698,Black Cat,10,$3.99,09/29/21,Marvel,"26,745"
622,703,Maestro War and Pax,3,$3.99,03/24/21,Marvel,"26,724"
625,524,King In Black Handbook,1,$4.99,03/03/21,Marvel,"26,662"
626,704,Sword,8,$3.99,09/29/21,Marvel,"26,651"
627,702,Web of Spider-Man,2,$3.99,06/23/21,Marvel,"26,645"
628,519,Deadpool,10,$4.99,01/27/21,Marvel,"26,637"
629,700,Mighty Valkyries,2,$3.99,05/19/21,Marvel,"26,599"
631,706,Black Cat,3,$3.99,02/24/21,Marvel,"26,446"
632,715,Sword,5,$3.99,04/21/21,Marvel,"26,436"
633,710,Black Widow,9,$3.99,07/28/21,Marvel,"26,406"
634,718,Black Panther,23,$3.99,02/24/21,Marvel,"26,329"
637,721,X-Factor,7,$3.99,02/03/21,Marvel,"26,066"
638,542,Darkhawk Heart of Hawk,1,$4.99,04/14/21,Marvel,"26,059"
640,719,King In Black Planet of Symbiotes,3,$3.99,04/07/21,Marvel,"25,965"
641,439,X-Force Killshot Annv Special,1,$4.99,11/24/21,Marvel PRH,"25,961"
642,720,Symbiote Spider-Man Crossroads,2,$3.99,08/25/21,Marvel,"25,929"
643,633,Darkhawk,2,$3.99,09/29/21,Marvel,"25,845"
644,547,Fantastic Four Life Story,2,$4.99,06/23/21,Marvel,"25,838"
646,722,Iron Man,11,$3.99,08/18/21,Marvel,"25,746"
647,754,X-Corp,4,$3.99,08/18/21,Marvel,"25,649"
649,631,Cable,11,$3.99,06/30/21,Marvel,"25,584"
649,731,Maestro War and Pax,4,$3.99,04/14/21,Marvel,"25,535"
651,360,Captain America Anniversary Tribute,1,$6.99,03/17/21,Marvel,"25,502"
652,453,Star Wars Crimson Reign,1,$4.99,12/08/21,Marvel PRH,"25,473"
653,736,X-Factor,8,$3.99,03/10/21,Marvel,"25,437"
655,365,Inferno,2,$5.99,10/27/21,Marvel PRH,"25,392"
658,622,Black Panther,2,$3.99,12/22/21,Marvel PRH,"25,162"
659,455,Star Wars War Bounty Hunters,5,$4.99,10/13/21,Marvel PRH,"25,115"
660,618,X-Men,4,$3.99,10/13/21,Marvel PRH,"25,110"
661,741,King In Black Thunderbolts,2,$3.99,02/10/21,Marvel,"25,068"
662,566,Heroes Reborn Squadron Savage,1,$4.99,06/09/21,Marvel,"25,061"
663,623,Amazing Spider-Man,77,$3.99,10/27/21,Marvel PRH,"24,968"
665,759,Mighty Valkyries,3,$3.99,06/16/21,Marvel,"24,931"
666,751,Web of Spider-Man,3,$3.99,08/04/21,Marvel,"24,918"
667,748,Star Wars Doctor Aphra,8,$3.99,03/24/21,Marvel,"24,891"
668,753,Maestro War and Pax,5,$3.99,05/26/21,Marvel,"24,776"
669,756,Children of Atom,6,$3.99,08/11/21,Marvel,"24,763"
670,582,Winter Guard,1,$4.99,08/25/21,Marvel,"24,762"
671,629,Amazing Spider-Man,79,$3.99,11/24/21,Marvel PRH,"24,732"
672,764,Black Cat,5,$3.99,04/14/21,Marvel,"24,561"
673,762,Juggernaut,5,$3.99,01/06/21,Marvel,"24,513"
675,767,Shang-Chi,5,$3.99,01/27/21,Marvel,"24,399"
677,765,Black Widow,7,$3.99,05/26/21,Marvel,"24,360"
678,588,Heroes Reborn Siege Society,1,$4.99,05/26/21,Marvel,"24,318"
680,770,Black Widow,8,$3.99,06/30/21,Marvel,"24,183"
682,650,Amazing Spider-Man,81,$3.99,12/15/21,Marvel PRH,"24,141"
684,771,Gamma Flight,3,$3.99,08/18/21,Marvel,"24,123"
685,602,Last Annihilation Wakanda,1,$4.99,09/15/21,Marvel,"23,993"
686,782,Cable,8,$3.99,02/17/21,Marvel,"23,907"
687,656,Amazing Spider-Man,83,$3.99,12/29/21,Marvel PRH,"23,904"
689,659,Amazing Spider-Man,82,$3.99,12/22/21,Marvel PRH,"23,841"
690,776,Savage Avengers,22,$3.99,07/21/21,Marvel,"23,813"
691,658,Amazing Spider-Man,78,$3.99,11/10/21,Marvel PRH,"23,793"
693,783,King In Black Thunderbolts,3,$3.99,03/03/21,Marvel,"23,725"
694,778,Savage Avengers,21,$3.99,06/02/21,Marvel,"23,701"
696,789,Cable,12,$3.99,07/28/21,Marvel,"23,634"
698,790,Spider-Woman,11,$3.99,04/21/21,Marvel,"23,561"
699,784,Symbiote Spider-Man Crossroads,3,$3.99,09/22/21,Marvel,"23,558"
700,791,Black Knight Curse Ebony Blade,2,$3.99,04/21/21,Marvel,"23,557"
701,785,Captain Marvel,29,$3.99,06/23/21,Marvel,"23,533"
706,800,Thor and Loki Double Trouble,1,$3.99,03/10/21,Marvel,"23,339"
709,577,Warhammer 40K Sisters Battle,1,$4.99,08/18/21,Marvel,"23,276"
710,627,Fantastic Four Life Story,3,$4.99,08/11/21,Marvel,"23,222"
712,411,Timeless,1,$5.99,12/29/21,Marvel PRH,"23,081"
713,804,Avengers Mech Strike,1,$3.99,02/03/21,Marvel,"22,964"
714,640,Heroes Reborn Hyperion and Imperial Guard,1,$4.99,05/12/21,Marvel,"22,896"
717,813,Savage Avengers,23,$3.99,08/04/21,Marvel,"22,821"
720,815,Cable,9,$3.99,03/24/21,Marvel,"22,676"
721,645,Heroes Reborn American Knights,1,$4.99,06/02/21,Marvel,"22,669"
722,425,Inferno,3,$5.99,12/08/21,Marvel PRH,"22,607"
723,707,Hulk,2,$3.99,12/15/21,Marvel PRH,"22,605"
724,709,Amazing Spider-Man,80,$3.99,12/01/21,Marvel PRH,"22,580"
727,828,Iron Fist Heart of Dragon,2,$3.99,02/17/21,Marvel,"22,555"
730,653,Heroes Reborn Marvel Double Action,1,$4.99,06/02/21,Marvel,"22,493"
731,175,Avengers,50,$9.99,12/01/21,Marvel PRH,"22,437"
732,819,X-Corp,5,$3.99,09/22/21,Marvel,"22,412"
735,823,Gamma Flight,4,$3.99,09/22/21,Marvel,"22,280"
740,837,Cable,10,$3.99,04/28/21,Marvel,"22,068"
742,723,X-Men,5,$3.99,11/24/21,Marvel PRH,"22,029"
744,671,Fantastic Four Life Story,4,$4.99,09/15/21,Marvel,"21,994"
749,729,Moon Knight,5,$3.99,11/17/21,Marvel PRH,"21,835"
750,727,Venom,3,$3.99,12/22/21,Marvel PRH,"21,810"
752,845,Savage Avengers,24,$3.99,09/08/21,Marvel,"21,639"
754,847,King In Black Namor,3,$3.99,01/27/21,Marvel,"21,597"
756,738,Thor,18,$3.99,10/20/21,Marvel PRH,"21,486"
758,1438,Marjorie Finnegan Temporal Criminal,1,$3.99,05/05/21,AWA,"21,419"
758,853,Reptil,1,$3.99,05/26/21,Marvel,"21,379"
760,747,X-Men Trial of Magneto,3,$3.99,10/20/21,Marvel PRH,"21,372"
761,859,Spider-Woman,9,$3.99,02/17/21,Marvel,"21,306"
767,758,Thor,19,$3.99,11/24/21,Marvel PRH,"21,110"
772,763,Moon Knight,4,$3.99,10/27/21,Marvel PRH,"20,845"
774,876,Black Knight Curse Ebony Blade,3,$3.99,05/19/21,Marvel,"20,773"
779,885,Mighty Valkyries,4,$3.99,07/28/21,Marvel,"20,576"
780,768,Dark Ages,2,$3.99,10/06/21,Marvel PRH,"20,566"
784,897,King In Black Namor,4,$3.99,02/24/21,Marvel,"20,293"
785,614,Amazing Spider-Man,80.BEY,$4.99,12/08/21,Marvel PRH,"20,262"
786,908,The Marvels,4,$3.99,08/18/21,Marvel,"20,253"
790,896,Spider-Woman,15,$3.99,09/15/21,Marvel,"20,134"
793,788,Wolverine,17,$3.99,10/27/21,Marvel PRH,"20,104"
795,670,Web of Spider-Man,4,$3.99,09/01/21,Marvel,"20,068"
797,795,Star Wars,18,$3.99,11/03/21,Marvel PRH,"19,963"
801,798,Hawkeye Kate Bishop,1,$3.99,11/24/21,Marvel PRH,"19,821"
806,911,Spider-Woman,13,$3.99,07/14/21,Marvel,"19,752"
817,920,Spider-Woman,14,$3.99,08/18/21,Marvel,"19,336"
820,657,Devils Reign,2,$4.99,12/29/21,Marvel PRH,"19,139"
821,942,Champions,4,$3.99,02/17/21,Marvel,"19,081"
825,831,Moon Knight,6,$3.99,12/22/21,Marvel PRH,"18,992"
826,940,Mighty Valkyries,5,$3.99,09/15/21,Marvel,"18,967"
826,796,Maria Llovets Porcelain,1,$3.99,08/04/21,Ablaze,"18,948"
829,726,Warhammer 40K Sisters Battle,2,$4.99,09/15/21,Marvel,"18,829"
833,956,Legend of Shang-Chi,1,$3.99,02/03/21,Marvel,"18,722"
834,958,The Marvels,5,$3.99,09/29/21,Marvel,"18,693"
835,680,Avengers Forever,1,$4.99,12/22/21,Marvel PRH,"18,674"
840,1039,Daredevil,35,$3.99,10/27/21,Marvel PRH,"18,561"
842,462,Miles Morales Marvel Tales,1,$7.99,08/04/21,Marvel,"18,550"
844,688,Amazing Spider-Man,78.BEY,$4.99,11/17/21,Marvel PRH,"18,542"
846,846,Star Wars Darth Vader,17,$3.99,10/27/21,Marvel PRH,"18,524"
847,962,Champions,8,$3.99,07/14/21,Marvel,"18,514"
849,840,Star Wars High Republic Trail Shadows,1,$3.99,10/13/21,Marvel PRH,"18,488"
850,964,Black Cat,6,$3.99,05/12/21,Marvel,"18,485"
851,980,Conan The Barbarian,18,$3.99,01/27/21,Marvel,"18,391"
853,854,Dark Ages,3,$3.99,11/17/21,Marvel PRH,"18,345"
856,985,Iron Fist Heart of Dragon,3,$3.99,03/17/21,Marvel,"18,148"
859,983,The Union,2,$3.99,01/13/21,Marvel,"18,117"
861,992,Conan The Barbarian,19,$3.99,03/10/21,Marvel,"18,085"
862,856,Death of Doctor Strange,2,$3.99,10/20/21,Marvel PRH,"18,069"
866,575,Last Annihilation Wiccan and Hulkling,1,$4.99,09/01/21,Marvel,"18,016"
867,1007,Conan The Barbarian,21,$3.99,05/12/21,Marvel,"18,008"
869,987,Taskmaster,5,$3.99,03/24/21,Marvel,"17,958"
870,990,Taskmaster,4,$3.99,03/10/21,Marvel,"17,928"
876,879,Star Wars High Republic,10,$3.99,10/20/21,Marvel,"17,739"
877,1012,Conan The Barbarian,20,$3.99,04/07/21,Marvel,"17,733"
880,772,Warhammer 40K Marneus Calgar,5,$4.99,02/24/21,Marvel,"17,691"
882,999,Morbius Bond of Blood,1,$3.99,02/10/21,Marvel,"17,674"
883,1024,Conan The Barbarian,22,$3.99,06/09/21,Marvel,"17,629"
888,728,Star Wars War Bounty Hunters Ig-88,1,$4.99,10/27/21,Marvel PRH,"17,366"
892,1038,Conan The Barbarian,23,$3.99,07/14/21,Marvel,"17,309"
895,899,Wolverine,18,$3.99,11/24/21,Marvel PRH,"17,229"
897,781,Warhammer 40K Marneus Calgar,4,$4.99,02/03/21,Marvel,"17,200"
905,1060,Champions,5,$3.99,03/17/21,Marvel,"17,003"
906,909,Star Wars Darth Vader,18,$3.99,12/01/21,Marvel PRH,"16,992"
908,1043,Iron Fist Heart of Dragon,6,$3.99,06/02/21,Marvel,"16,983"
911,1063,The Union,3,$3.99,02/24/21,Marvel,"16,929"
915,1076,Avengers Tech-On,2,$3.99,09/08/21,Marvel,"16,857"
917,1053,Conan The Barbarian,24,$3.99,08/25/21,Marvel,"16,836"
921,1056,King In Black Namor,5,$3.99,04/14/21,Marvel,"16,693"
922,1067,Black Knight Curse Ebony Blade,5,$3.99,07/28/21,Marvel,"16,639"
924,918,Star Wars,19,$3.99,12/08/21,Marvel PRH,"16,624"
930,1077,Champions,6,$3.99,04/21/21,Marvel,"16,520"
937,930,Wolverine,19,$3.99,12/22/21,Marvel PRH,"16,432"
940,1075,Spider-Woman,12,$3.99,05/12/21,Marvel,"16,389"
941,1079,Black Knight Curse Ebony Blade,4,$3.99,06/30/21,Marvel,"16,383"
943,935,Star Wars High Republic,11,$3.99,11/10/21,Marvel PRH,"16,350"
944,1084,Iron Fist Heart of Dragon,4,$3.99,04/14/21,Marvel,"16,349"
945,774,Daredevil,36,$4.99,12/01/21,Marvel PRH,"16,316"
948,931,Avengers,49,$3.99,10/13/21,Marvel PRH,"16,289"
953,952,X-Men Trial of Magneto,4,$3.99,12/01/21,Marvel PRH,"16,106"
954,1104,The Union,4,$3.99,03/31/21,Marvel,"16,101"
955,1092,Iron Fist Heart of Dragon,5,$3.99,05/05/21,Marvel,"16,086"
960,1106,America Chavez Made In Usa,2,$3.99,04/07/21,Marvel,"15,892"
962,1118,Rise of Ultraman,5,$3.99,01/06/21,Marvel,"15,853"
964,965,Star Wars High Republic,12,$3.99,12/15/21,Marvel PRH,"15,792"
967,967,Death of Doctor Strange,3,$3.99,11/24/21,Marvel PRH,"15,761"
968,923,Marvel,4,$4.99,01/27/21,Marvel,"15,761"
971,968,Captain America Iron Man,1,$3.99,12/08/21,Marvel PRH,"15,718"
978,924,Marvel,5,$4.99,02/17/21,Marvel,"15,574"
992,1139,Web of Spider-Man,5,$3.99,09/15/21,Marvel,"15,381"
994,1147,America Chavez Made In Usa,4,$3.99,07/07/21,Marvel,"15,350"
