Character_ID,Date,Character_Name,Total
0,2013,Cable,2127867.0
1,2013,Captain America,2243976.0
2,2013,Daredevil,1578151.0
3,2013,Deadpool,3925766.0
4,2013,Hulk,3194081.0
5,2013,Iron Man,2625420.0
6,2013,Spider-Man,15192146.0
7,2013,Thanos,1449168.0
8,2013,Thor,2471805.0
9,2013,Ultron,4957974.0
10,2013,Wolverine,8056701.0
11,2013,X-Men,19116542.0
12,2013,Avengers,20661023.0
13,2013,Fantastic Four,1548482.0
