Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
108,106,Avengers,6,$3.99,Marvel,"86,800"
109,107,All New X-Men,5,$3.99,Marvel,"86,800"
110,105,Superior Spider-Man,10,$3.99,Marvel,"86,700"
111,108,All New X-Men,10,$3.99,Marvel,"86,700"
112,112,Avengers,4,$3.99,Marvel,"86,400"
113,109,Uncanny Avengers,5,$3.99,Marvel,"86,200"
114,100,Superior Spider-Man,20,$3.99,Marvel,"86,200"
115,111,All New X-Men,6,$3.99,Marvel,"85,500"
116,113,Avengers,5,$3.99,Marvel,"85,100"
117,116,All New X-Men,9,$3.99,Marvel,"84,500"
118,115,Superior Spider-Man,19,$3.99,Marvel,"84,400"
119,117,Superior Spider-Man,11,$3.99,Marvel,"84,100"
120,118,Superior Spider-Man,12,$3.99,Marvel,"84,100"
121,229,Kick-Ass 3,1,$2.99,Marvel,"83,900"
123,121,All New X-Men,17,$3.99,Marvel,"83,200"
124,122,Avengers,8,$3.99,Marvel,"83,000"
127,126,All New X-Men,12,$3.99,Marvel,"82,400"
128,160,New Avengers,2,$3.99,Marvel,"82,400"
129,129,Uncanny X-Men,4,$3.99,Marvel,"82,300"
130,123,Superior Spider-Man,14,$3.99,Marvel,"82,300"
131,128,All New X-Men,18,$3.99,Marvel,"82,200"
132,124,Superior Spider-Man,13,$3.99,Marvel,"82,200"
133,127,Superior Spider-Man,22,$3.99,Marvel,"81,900"
135,130,Uncanny Avengers,6,$3.99,Marvel,"81,700"
136,132,All New X-Men,11,$3.99,Marvel,"80,900"
137,131,Superior Spider-Man,18,$3.99,Marvel,"80,800"
139,138,Avengers,10,$3.99,Marvel,"80,000"
141,141,Uncanny X-Men,5,$3.99,Marvel,"79,600"
142,281,Young Avengers,1,$2.99,Marvel,"79,600"
147,143,Superior Spider-Man,16,$3.99,Marvel,"78,900"
148,145,Superior Spider-Man,15,$3.99,Marvel,"78,700"
149,148,Uncanny X-Men,12,$3.99,Marvel,"78,600"
150,136,Iron Man,9,$3.99,Marvel,"78,600"
151,147,Avengers,7,$3.99,Marvel,"78,500"
152,157,Guardians of Galaxy,3,$3.99,Marvel,"78,500"
154,186,Superior Spider-Man Team Up,1,$3.99,Marvel,"78,400"
155,149,Uncanny Avengers,7,$3.99,Marvel,"78,200"
156,153,All New X-Men,13,$3.99,Marvel,"78,000"
158,152,Avengers,9,$3.99,Marvel,"77,900"
160,140,X-Men Battle of Atom,2,$3.99,Marvel,"77,800"
161,154,X-Men,5,$3.99,Marvel,"77,700"
163,182,Inhumanity,1,$3.99,Marvel,"77,500"
165,16,Amazing Spider-Man,700,$7.99,Marvel,"77,300"
166,156,Superior Spider-Man,23,$3.99,Marvel,"77,100"
167,159,Superior Spider-Man,24,$3.99,Marvel,"76,100"
168,161,Avengers,14,$3.99,Marvel,"76,100"
169,162,Avengers,18,$3.99,Marvel,"76,100"
170,163,Uncanny X-Men,13,$3.99,Marvel,"76,100"
172,166,Uncanny Avengers,8,$3.99,Marvel,"75,700"
173,164,Avengers,12,$3.99,Marvel,"75,700"
174,165,Avengers,20,$3.99,Marvel,"75,700"
175,168,X-Men,2,$3.99,Marvel,"75,500"
176,203,New Avengers,3,$3.99,Marvel,"75,200"
177,171,Age of Ultron,10AI,$3.99,Marvel,"75,200"
178,169,Superior Spider-Man,21,$3.99,Marvel,"75,100"
179,173,All New X-Men,14,$3.99,Marvel,"74,700"
180,174,Uncanny X-Men,6,$3.99,Marvel,"74,700"
181,175,Guardians of Galaxy,4,$3.99,Marvel,"74,300"
184,177,Uncanny X-Men,7,$3.99,Marvel,"73,900"
186,178,Uncanny Avengers,8AU,$3.99,Marvel,"73,700"
188,179,All New X-Men,15,$3.99,Marvel,"73,000"
190,180,Avengers,16,$3.99,Marvel,"73,000"
192,184,X-Men,6,$3.99,Marvel,"72,600"
193,183,Uncanny Avengers,9,$3.99,Marvel,"72,500"
195,185,Avengers,21,$3.99,Marvel,"72,100"
198,187,Avengers,22,$3.99,Marvel,"71,400"
199,191,All New X-Men,19,$3.99,Marvel,"71,100"
201,190,Avengers,11,$3.99,Marvel,"71,000"
206,192,Uncanny X-Men,10,$3.99,Marvel,"70,700"
207,193,Uncanny X-Men,8,$3.99,Marvel,"70,500"
209,194,Hunger,1,$3.99,Marvel,"70,300"
216,198,Avengers,17,$3.99,Marvel,"69,000"
217,200,Guardians of Galaxy,6,$3.99,Marvel,"69,000"
218,199,Avengers,13,$3.99,Marvel,"68,900"
220,202,Thanos Rising,2,$3.99,Marvel,"68,800"
221,201,Uncanny Avengers,10,$3.99,Marvel,"68,800"
222,206,Guardians of Galaxy,7,$3.99,Marvel,"68,700"
223,204,Avengers,15,$3.99,Marvel,"68,600"
224,321,Avengers AI,1,$2.99,Marvel,"68,500"
225,209,All New X-Men,20,$3.99,Marvel,"68,200"
228,210,New Avengers,4,$3.99,Marvel,"67,700"
229,211,Uncanny X-Men,9,$3.99,Marvel,"67,600"
230,212,X-Men,3,$3.99,Marvel,"67,600"
233,213,Uncanny Avengers,12,$3.99,Marvel,"66,800"
234,214,Avengers,23,$3.99,Marvel,"66,600"
237,218,Uncanny X-Men,14,$3.99,Marvel,"66,000"
239,216,Amazing Spider-Man,700.1,$3.99,Marvel,"65,700"
241,220,Uncanny X-Men,11,$3.99,Marvel,"65,600"
243,223,Uncanny Avengers,11,$3.99,Marvel,"65,100"
245,224,X-Men,4,$3.99,Marvel,"64,800"
249,134,Superior Spider-Man Annual,1,$4.99,Marvel,"64,100"
250,225,Guardians of Galaxy,8,$3.99,Marvel,"64,000"
251,227,New Avengers,5,$3.99,Marvel,"63,800"
252,228,New Avengers,11,$3.99,Marvel,"63,800"
253,231,Uncanny X-Men,15.INH,$3.99,Marvel,"62,700"
256,252,Indestructible Hulk,3,$3.99,Marvel,"62,300"
257,233,New Avengers,10,$3.99,Marvel,"62,200"
258,371,Superior Foes of Spider-Man,1,$2.99,Marvel,"62,200"
259,236,Uncanny Avengers,14,$3.99,Marvel,"62,000"
260,237,New Avengers,9,$3.99,Marvel,"61,800"
262,377,Deadpool,4,$2.99,Marvel,"61,800"
264,261,Captain America,3,$3.99,Marvel,"61,700"
267,238,Amazing Spider-Man,700.2,$3.99,Marvel,"61,200"
268,240,Uncanny Avengers,13,$3.99,Marvel,"61,000"
269,244,Wolverine and X-Men,36,$3.99,Marvel,"60,900"
270,243,Amazing X-Men,2,$3.99,Marvel,"60,800"
272,388,Deadpool,5,$2.99,Marvel,"60,700"
273,245,Savage Wolverine,6,$3.99,Marvel,"60,600"
275,246,New Avengers,7,$3.99,Marvel,"60,600"
276,242,Amazing Spider-Man,700.3,$3.99,Marvel,"60,500"
281,253,New Avengers,12,$3.99,Marvel,"59,500"
283,254,New Avengers,6,$3.99,Marvel,"59,400"
287,250,Amazing Spider-Man,700.4,$3.99,Marvel,"59,200"
288,251,Amazing Spider-Man,700.5,$3.99,Marvel,"59,100"
289,256,Thanos Rising,3,$3.99,Marvel,"59,100"
290,273,Savage Wolverine,2,$3.99,Marvel,"59,000"
292,260,New Avengers,8,$3.99,Marvel,"58,600"
293,259,Indestructible Hulk,4,$3.99,Marvel,"58,500"
297,428,Deadpool,7,$2.99,Marvel,"58,100"
298,269,Wolverine,2,$3.99,Marvel,"58,100"
301,434,Deadpool,6,$2.99,Marvel,"57,700"
302,268,Guardians of Galaxy,9,$3.99,Marvel,"57,600"
304,267,Thanos Rising,4,$3.99,Marvel,"57,600"
305,266,Uncanny X-Force,2,$3.99,Marvel,"57,600"
307,271,X-Men,7,$3.99,Marvel,"57,100"
308,272,Uncanny Avengers,15,$3.99,Marvel,"57,000"
309,189,All New X-Men Special,1,$4.99,Marvel,"56,900"
312,278,Wolverine and X-Men,37,$3.99,Marvel,"56,700"
313,277,New Avengers,13.INH,$3.99,Marvel,"56,600"
316,279,Indestructible Hulk,5,$3.99,Marvel,"56,200"
317,518,Fearless Defenders,1,$2.99,Marvel,"55,900"
319,283,Indestructible Hulk,6,$3.99,Marvel,"55,500"
320,284,Thanos Rising,5,$3.99,Marvel,"55,300"
321,282,Mighty Avengers,2,$3.99,Marvel,"55,300"
324,457,Deadpool,11,$2.99,Marvel,"54,800"
335,295,Thor God of Thunder,5,$3.99,Marvel,"54,000"
337,316,Cable and X-Force,3,$3.99,Marvel,"54,000"
339,297,Thor God of Thunder,4,$3.99,Marvel,"53,700"
344,494,Deadpool,8,$2.99,Marvel,"53,600"
345,300,Guardians of Galaxy,10,$3.99,Marvel,"53,500"
346,299,Iron Man,5,$3.99,Marvel,"53,400"
348,305,Captain America,4,$3.99,Marvel,"53,300"
349,306,X-Men,8,$3.99,Marvel,"53,200"
353,503,Deadpool Kills Deadpool,1,$2.99,Marvel,"53,100"
357,312,Uncanny X-Force,3,$3.99,Marvel,"52,400"
361,571,Fantastic Four,3,$2.99,Marvel,"52,100"
363,526,Deadpool,9,$2.99,Marvel,"51,900"
365,320,Thor God of Thunder,7,$3.99,Marvel,"51,500"
367,533,Deadpool,10,$2.99,Marvel,"51,500"
371,339,Savage Wolverine,3,$3.99,Marvel,"51,300"
375,555,Kick-Ass 3,2,$2.99,Marvel,"51,000"
379,330,Thor God of Thunder,6,$3.99,Marvel,"50,600"
385,370,Nova,2,$3.99,Marvel,"50,300"
389,334,Indestructible Hulk,7,$3.99,Marvel,"50,000"
390,343,Wolverine,3,$3.99,Marvel,"50,000"
393,337,Captain America,5,$3.99,Marvel,"49,700"
395,341,Thor God of Thunder,9,$3.99,Marvel,"49,500"
399,342,Indestructible Hulk,8,$3.99,Marvel,"49,300"
400,345,Indestructible Hulk,9,$3.99,Marvel,"49,300"
401,576,Deadpool,12,$2.99,Marvel,"49,200"
410,347,A Plus X,4,$3.99,Marvel,"48,800"
411,619,Morbius Living Vampire,1,$2.99,Marvel,"48,700"
412,352,Thor God of Thunder,8,$3.99,Marvel,"48,600"
413,351,Iron Man,6,$3.99,Marvel,"48,600"
414,354,Wolverine and X-Men,27AU,$3.99,Marvel,"48,500"
415,350,Superior Carnage,1,$3.99,Marvel,"48,500"
418,356,Captain America,6,$3.99,Marvel,"48,100"
419,357,Fantastic Four,5AU,$3.99,Marvel,"48,100"
420,359,Uncanny X-Force,4,$3.99,Marvel,"47,900"
421,360,Thor God of Thunder,13,$3.99,Marvel,"47,700"
429,255,Avengers Annual 2013,1,$4.99,Marvel,"47,300"
432,365,Wolverine,4,$3.99,Marvel,"47,200"
433,610,Deadpool,18,$2.99,Marvel,"47,100"
434,611,Deadpool,13,$2.99,Marvel,"47,100"
437,638,Thunderbolts,3,$2.99,Marvel,"46,900"
438,404,Secret Avengers,2,$3.99,Marvel,"46,800"
442,618,Deadpool,15,$2.99,Marvel,"46,700"
447,392,Savage Wolverine,4,$3.99,Marvel,"46,400"
453,378,Thor God of Thunder,10,$3.99,Marvel,"46,100"
454,379,Cable and X-Force,4,$3.99,Marvel,"46,100"
456,380,Thor God of Thunder,14,$3.99,Marvel,"46,000"
457,381,Uncanny X-Force,5,$3.99,Marvel,"46,000"
459,383,Iron Man,10,$3.99,Marvel,"45,900"
460,636,Deadpool,14,$2.99,Marvel,"45,800"
462,639,Deadpool,17,$2.99,Marvel,"45,700"
463,640,Deadpool,16,$2.99,Marvel,"45,700"
465,390,Thor God of Thunder,12,$3.99,Marvel,"45,600"
466,389,Indestructible Hulk,11,$3.99,Marvel,"45,600"
467,391,Indestructible Hulk,10,$3.99,Marvel,"45,500"
468,394,Thor God of Thunder,11,$3.99,Marvel,"45,400"
469,397,Wolverine and X-Men,25,$3.99,Marvel,"45,300"
470,649,Fantastic Four,4,$2.99,Marvel,"45,200"
471,651,Kick-Ass 3,3,$2.99,Marvel,"45,200"
476,402,Ultron,1AU,$3.99,Marvel,"45,000"
478,408,Hunger,2,$3.99,Marvel,"44,900"
480,407,Cable and X-Force,5,$3.99,Marvel,"44,800"
485,411,Iron Man,8,$3.99,Marvel,"44,500"
486,416,Wolverine and X-Men,24,$3.99,Marvel,"44,500"
488,747,Young Avengers,2,$2.99,Marvel,"44,400"
489,414,Captain America,7,$3.99,Marvel,"44,400"
492,417,Iron Man,11,$3.99,Marvel,"44,300"
499,275,Deadpool Annual,1,$4.99,Marvel,"44,200"
500,424,Wolverine and X-Men,23,$3.99,Marvel,"44,200"
503,423,Iron Man,7,$3.99,Marvel,"44,100"
504,422,Wolverine,5,$3.99,Marvel,"44,100"
506,425,Captain America,8,$3.99,Marvel,"44,100"
507,673,Deadpool,19,$2.99,Marvel,"44,100"
509,684,Thunderbolts,4,$2.99,Marvel,"44,000"
512,426,Indestructible Hulk,12,$3.99,Marvel,"43,900"
515,687,Deadpool,20,$2.99,Marvel,"43,600"
516,704,Hawkeye,11,$2.99,Marvel,"43,600"
518,293,Indestructible Hulk Special,1,$4.99,Marvel,"43,500"
524,436,Cable and X-Force,6,$3.99,Marvel,"43,200"
525,701,Deadpool,21,$2.99,Marvel,"43,100"
527,438,Wolverine and X-Men,28,$3.99,Marvel,"43,000"
532,440,Savage Wolverine,5,$3.99,Marvel,"42,800"
536,728,Fantastic Four,5,$2.99,Marvel,"42,700"
537,729,Thunderbolts,5,$2.99,Marvel,"42,600"
540,446,Uncanny X-Force,6,$3.99,Marvel,"42,500"
543,445,Cataclysm Ultimates Last Stand,1,$3.99,Marvel,"42,400"
544,730,Deadpool Kills Deadpool,2,$2.99,Marvel,"42,300"
547,508,Mighty Avengers,3,$3.99,Marvel,"42,300"
548,738,Hawkeye,9,$2.99,Marvel,"42,200"
551,450,Wolverine and X-Men,33,$3.99,Marvel,"42,100"
552,743,Hawkeye,10,$2.99,Marvel,"42,100"
554,746,Hawkeye,7,$2.99,Marvel,"42,000"
555,452,Cable and X-Force,7,$3.99,Marvel,"42,000"
556,736,Deadpool Killustrated,1,$2.99,Marvel,"42,000"
558,454,Wolverine and X-Men,26,$3.99,Marvel,"41,900"
561,776,FF,3,$2.99,Marvel,"41,800"
562,458,Indestructible Hulk,13,$3.99,Marvel,"41,700"
563,460,Superior Spider-Man Team Up,2,$3.99,Marvel,"41,700"
564,463,Wolverine and X-Men,31,$3.99,Marvel,"41,700"
565,462,Wolverine and X-Men,27,$3.99,Marvel,"41,700"
566,461,Savage Wolverine,7,$3.99,Marvel,"41,700"
569,315,Superior Spider-Man Team Up Special,1,$4.99,Marvel,"41,500"
570,750,Deadpool Kills Deadpool,3,$2.99,Marvel,"41,400"
573,469,Indestructible Hulk,14,$3.99,Marvel,"41,300"
575,761,Fantastic Four,6,$2.99,Marvel,"41,300"
576,472,Thor God of Thunder,15,$3.99,Marvel,"41,200"
578,770,Hawkeye,12,$2.99,Marvel,"41,100"
583,500,Nova,3,$3.99,Marvel,"41,000"
584,478,Superior Carnage,2,$3.99,Marvel,"40,800"
585,775,Kick-Ass 3,4,$2.99,Marvel,"40,800"
586,778,Hawkeye,13,$2.99,Marvel,"40,800"
587,480,Wolverine,6,$3.99,Marvel,"40,700"
591,490,Daredevil,26,$3.99,Marvel,"40,700"
592,486,Captain America,9,$3.99,Marvel,"40,700"
593,783,Hawkeye,8,$2.99,Marvel,"40,600"
595,492,Wolverine and X-Men,29,$3.99,Marvel,"40,500"
596,787,Daredevil,25,$2.99,Marvel,"40,500"
597,487,Iron Man,12,$3.99,Marvel,"40,500"
600,491,Wolverine,8,$3.99,Marvel,"40,300"
602,799,Hawkeye,14,$2.99,Marvel,"40,200"
605,499,Uncanny X-Force,7,$3.99,Marvel,"40,200"
607,804,Avengers Arena,3,$2.99,Marvel,"40,100"
614,504,Hunger,3,$3.99,Marvel,"39,900"
615,335,Hit-Girl,5,$4.99,Marvel,"39,900"
616,506,Wolverine and X-Men,30,$3.99,Marvel,"39,800"
618,507,Wolverine and X-Men,32,$3.99,Marvel,"39,700"
619,803,Fantastic Four,7,$2.99,Marvel,"39,700"
620,509,Thor God of Thunder,16,$3.99,Marvel,"39,600"
621,802,Deadpool Killustrated,2,$2.99,Marvel,"39,600"
623,515,Iron Man,13,$3.99,Marvel,"39,500"
625,529,Iron Man,17,$3.99,Marvel,"39,500"
628,517,Cable and X-Force,8,$3.99,Marvel,"39,300"
629,811,Thunderbolts,6,$2.99,Marvel,"39,300"
630,521,Wolverine and X-Men,38,$3.99,Marvel,"39,300"
631,520,Captain America,10,$3.99,Marvel,"39,200"
632,815,Thunderbolts,7,$2.99,Marvel,"39,200"
633,810,Deadpool Kills Deadpool,4,$2.99,Marvel,"39,200"
635,822,Daredevil,22,$2.99,Marvel,"39,200"
636,257,X-Men Gold,1,$5.99,Marvel,"39,100"
637,527,Wolverine and X-Men,39,$3.99,Marvel,"39,100"
638,543,Secret Avengers,3,$3.99,Marvel,"39,000"
639,852,Young Avengers,3,$2.99,Marvel,"39,000"
643,825,Kick-Ass 3,5,$2.99,Marvel,"39,000"
646,528,Wolverine,7,$3.99,Marvel,"38,900"
650,535,Captain America,12,$3.99,Marvel,"38,700"
654,540,Wolverine and X-Men,34,$3.99,Marvel,"38,500"
655,544,Nova,8,$3.99,Marvel,"38,500"
656,545,Cable and X-Force,9,$3.99,Marvel,"38,500"
659,539,Captain America,11,$3.99,Marvel,"38,400"
660,549,Nova,4,$3.99,Marvel,"38,400"
661,546,Marvel Knights Spider-Man,1,$3.99,Marvel,"38,300"
663,550,Savage Wolverine,8,$3.99,Marvel,"38,200"
666,551,Cataclysm,0.1,$3.99,Marvel,"38,200"
667,364,Hawkeye Annual,1,$4.99,Marvel,"38,100"
668,553,Iron Man,14,$3.99,Marvel,"38,100"
670,554,Superior Spider-Man Team Up,3,$3.99,Marvel,"38,100"
672,558,Wolverine and X-Men,35,$3.99,Marvel,"37,900"
674,845,X-Men Legacy,4,$2.99,Marvel,"37,900"
675,849,Daredevil,23,$2.99,Marvel,"37,900"
677,850,Daredevil,24,$2.99,Marvel,"37,800"
678,564,Uncanny X-Force,8,$3.99,Marvel,"37,800"
681,847,Deadpool Killustrated,3,$2.99,Marvel,"37,700"
686,568,A Plus X,5,$3.99,Marvel,"37,400"
688,854,Thunderbolts,8,$2.99,Marvel,"37,400"
692,867,Fantastic Four,8,$2.99,Marvel,"37,200"
693,374,Wolverine and X-Men Annual,1,$4.99,Marvel,"37,200"
694,573,Uncanny X-Force,9,$3.99,Marvel,"37,200"
700,578,Hunger,4,$3.99,Marvel,"37,000"
701,872,Avengers AI,2,$2.99,Marvel,"37,000"
702,577,Indestructible Hulk,15,$3.99,Marvel,"37,000"
704,876,Fantastic Four,9,$2.99,Marvel,"37,000"
706,581,Cataclysm Ultimate Spider-Man,1,$3.99,Marvel,"36,900"
711,888,FF,4,$2.99,Marvel,"36,800"
713,890,Daredevil,31,$2.99,Marvel,"36,700"
714,584,Avengers Assemble,14AU,$3.99,Marvel,"36,700"
715,580,Superior Carnage,3,$3.99,Marvel,"36,700"
722,587,Savage Wolverine,9,$3.99,Marvel,"36,400"
723,902,Daredevil,27,$2.99,Marvel,"36,400"
724,592,Nova,5,$3.99,Marvel,"36,400"
728,588,Iron Man,15,$3.99,Marvel,"36,400"
733,594,Captain America,13,$3.99,Marvel,"36,200"
734,593,Superior Spider-Man Team Up,4,$3.99,Marvel,"36,200"
735,595,Iron Man,18,$3.99,Marvel,"36,200"
737,597,Ultimate Comics Spider-Man,19,$3.99,Marvel,"36,100"
739,598,Uncanny X-Force,11,$3.99,Marvel,"36,100"
741,591,Wolverine,9,$3.99,Marvel,"36,100"
742,599,Cable and X-Force,10,$3.99,Marvel,"36,100"
745,602,Ultimate Comics Spider-Man,23,$3.99,Marvel,"36,000"
746,601,Iron Man,16,$3.99,Marvel,"35,900"
748,604,Indestructible Hulk,16,$3.99,Marvel,"35,800"
750,608,Mighty Avengers,4.INH,$3.99,Marvel,"35,700"
751,605,Infinity Hunt,1,$3.99,Marvel,"35,700"
752,911,Deadpool Killustrated,4,$2.99,Marvel,"35,700"
753,606,Indestructible Hulk,17.INH,$3.99,Marvel,"35,700"
754,922,Daredevil,30,$2.99,Marvel,"35,600"
755,609,Ultimate Comics Spider-Man,21,$3.99,Marvel,"35,600"
756,924,Daredevil,29,$2.99,Marvel,"35,600"
757,923,Daredevil,28,$2.99,Marvel,"35,600"
760,612,Ultimate Comics Spider-Man,20,$3.99,Marvel,"35,500"
762,925,X-Men Legacy,5,$2.99,Marvel,"35,400"
763,931,Daredevil,32,$2.99,Marvel,"35,400"
765,614,Uncanny X-Force,10,$3.99,Marvel,"35,300"
768,934,FF,5,$2.99,Marvel,"35,200"
770,620,Wolverine,11,$3.99,Marvel,"35,100"
771,944,Young Avengers,4,$2.99,Marvel,"35,100"
773,628,Ultimate Comics Spider-Man,22,$3.99,Marvel,"34,900"
776,626,Wolverine,10,$3.99,Marvel,"34,800"
779,630,A Plus X,6,$3.99,Marvel,"34,800"
784,635,Captain America,14,$3.99,Marvel,"34,500"
785,958,Avengers Enemy Within,1,$2.99,Marvel,"34,500"
788,961,Superior Foes of Spider-Man,2,$2.99,Marvel,"34,300"
789,644,Nova,6,$3.99,Marvel,"34,200"
790,643,Cable and X-Force,11,$3.99,Marvel,"34,100"
791,968,Avengers Arena,4,$2.99,Marvel,"34,100"
794,647,Ultimate Comics Spider-Man,24,$3.99,Marvel,"34,100"
795,974,Fantastic Four,10,$2.99,Marvel,"34,000"
800,653,Savage Wolverine,10,$3.99,Marvel,"33,700"
801,656,X-Termination,1,$3.99,Marvel,"33,700"
805,654,Superior Carnage,4,$3.99,Marvel,"33,600"
806,451,Guardians of Galaxy Tomorrows Avengers,1,$4.99,Marvel,"33,500"
807,661,Secret Avengers,4,$3.99,Marvel,"33,500"
811,989,Daredevil,33,$2.99,Marvel,"33,400"
812,664,Captain America Living Legend,1,$3.99,Marvel,"33,400"
813,668,Cataclysm Ultimates Last Stand,2,$3.99,Marvel,"33,300"
814,991,FF,6,$2.99,Marvel,"33,200"
815,678,Ultimate Comics Spider-Man,25,$3.99,Marvel,"33,200"
817,675,Avengers Assemble,15AU,$3.99,Marvel,"33,200"
819,680,Cable and X-Force,12,$3.99,Marvel,"33,100"
821,996,Avengers Arena,5,$2.99,Marvel,"33,100"
822,992,Thunderbolts,9,$2.99,Marvel,"33,100"
829,476,Nova,10,$4.99,Marvel,"32,900"
832,691,Ultimate Comics Spider-Man,26,$3.99,Marvel,"32,800"
834,689,Infinity Heist,1,$3.99,Marvel,"32,800"
842,1006,Thunderbolts,10,$2.99,Marvel,"32,600"
843,694,X-Men,41,$3.99,Marvel,"32,600"
844,697,Nova,9,$3.99,Marvel,"32,600"
847,1008,Fantastic Four,11,$2.99,Marvel,"32,600"
848,702,Uncanny X-Force,12,$3.99,Marvel,"32,500"
849,698,Iron Man,19,$3.99,Marvel,"32,500"
852,1015,Daredevil,34,$2.99,Marvel,"32,300"
853,1020,Young Avengers,5,$2.99,Marvel,"32,300"
854,712,Avenging Spider-Man,16,$3.99,Marvel,"32,300"
855,709,Wolverine,12,$3.99,Marvel,"32,300"
856,713,Secret Avengers,37,$3.99,Marvel,"32,200"
858,721,Nova,7,$3.99,Marvel,"32,200"
860,720,Ultimate Comics Spider-Man,27,$3.99,Marvel,"32,200"
861,719,Avengers Assemble,18,$3.99,Marvel,"32,100"
869,1024,Thunderbolts,14,$2.99,Marvel,"32,000"
870,726,Avenging Spider-Man,18,$3.99,Marvel,"32,000"
871,1027,Avengers Arena,6,$2.99,Marvel,"31,900"
876,732,Cable and X-Force,13,$3.99,Marvel,"31,700"
879,1035,Fantastic Four,13,$2.99,Marvel,"31,600"
881,1036,Fantastic Four,12,$2.99,Marvel,"31,500"
882,737,Ultimate Comics Spider-Man,28,$3.99,Marvel,"31,500"
885,742,Secret Avengers,5,$3.99,Marvel,"31,500"
886,1039,X-Men Legacy,6,$2.99,Marvel,"31,400"
887,741,A Plus X,7,$3.99,Marvel,"31,400"
888,1049,FF,7,$2.99,Marvel,"31,200"
889,745,Superior Carnage,5,$3.99,Marvel,"31,200"
890,749,Avenging Spider-Man,17,$3.99,Marvel,"31,200"
894,1054,Young Avengers,6,$2.99,Marvel,"31,100"
895,756,Cable and X-Force,14,$3.99,Marvel,"31,100"
896,754,Avengers Assemble,11,$3.99,Marvel,"31,100"
901,1056,Thunderbolts,11,$2.99,Marvel,"30,900"
903,537,Indestructible Hulk Annual,1,$4.99,Marvel,"30,800"
906,765,Superior Spider-Man Team Up,5,$3.99,Marvel,"30,700"
910,772,Cable and X-Force,15,$3.99,Marvel,"30,600"
911,769,What If Avx,1,$3.99,Marvel,"30,600"
